zipcode,medhome,sqfthome,rent
11368,371200,486,2340
79936,110900,79,1047
60629,139400,125,1384
90650,404800,331,2108
11226,567000,470,2090
11385,540300,383,2288
90201,373500,314,1997
90280,369800,309,2005
10025,1145200,1295,3624
11234,484200,362,2098
60618,326100,297,1875
11236,377900,305,2044
91331,390200,300,2252
8701,281800,149,1815
92335,276400,207,1570
11208,367600,290,2258
77084,147200,0,1450
11373,315700,445,2264
90011,333900,286,2045
60639,196000,166,1583
11207,334000,302,2245
90805,370600,327,1987
60804,133300,111,1379
60647,283500,257,1785
94565,334800,222,1906
11377,407900,457,2376
92336,394600,195,2060
10456,260400,211,1819
11214,551100,463,2154
92503,314400,209,1726
91342,432800,286,2358
11204,740400,467,2193
11212,319000,270,2068
60632,151900,142,1425
93307,141900,110,1095
90250,510300,400,2374
60623,130400,126,1342
91911,412200,270,2125
75217,72900,63,976
60617,105100,91,1273
90044,331400,279,2001
91744,392300,318,2034
10314,411800,272,2118
10462,108900,160,1789
11229,549200,407,2143
11355,401400,483,2248
92376,267400,185,1546
11235,445900,491,2177
91706,374300,298,1993
92345,193200,123,1197
91910,447000,269,2204
94112,844500,668,4049
11221,877300,514,2488
92683,563200,383,2548
93257,155700,111,1085
11203,411300,277,2026
92509,316400,209,1698
96797,578000,410,2367
94544,492000,386,2462
95630,464000,232,2052
90255,346500,268,1994
93722,201700,127,1251
90706,428800,314,2188
60625,260300,253,1646
75052,161400,81,1447
95823,211000,151,1313
95076,463100,326,2461
93033,381400,249,2152
10469,373500,232,1821
60628,89600,79,1265
99301,173900,114,1276
60634,235800,197,1749
85364,114900,86,867
77449,151300,80,1454
33186,255200,161,1904
93274,165300,118,1133
92704,461600,350,2436
33012,167300,134,1662
75070,276700,115,1898
10457,328600,217,1820
75228,127900,94,1245
60620,119800,99,1291
92154,392100,247,2128
60608,205100,204,1609
30043,189900,89,1391
33024,208000,152,1698
90262,337800,279,1964
80013,266200,181,1792
94558,534500,347,2583
94110,1242200,1024,5002
94587,712000,425,2896
93550,199900,134,1396
87121,120600,82,1048
92553,240000,166,1452
93230,174200,119,1124
92804,480300,345,2414
7087,308900,220,2297
91335,455500,324,2447
66062,209800,116,1698
90022,359100,324,1939
91710,423700,257,2076
92126,505800,342,2298
10466,353600,240,1828
7055,297900,0,1778
85032,214600,151,1251
89110,144000,101,1029
37042,120900,83,961
79912,169300,89,1294
22193,277000,189,1771
93535,187500,116,1399
60505,105400,80,1382
60085,88600,72,1278
28269,161100,87,1251
92105,346500,310,1846
92703,422000,362,2256
75211,103000,88,1142
19120,80600,67,958
21234,193200,148,1596
60614,372800,318,2243
96706,522700,382,2504
48180,79300,69,912
85225,215600,137,1249
95687,348000,218,1798
90026,735100,589,2653
33157,244300,149,1908
60657,302600,279,1944
97007,353100,190,1812
90003,307800,295,1943
75002,250100,111,1789
91766,337300,271,1903
95035,826600,533,3263
92592,412600,187,2084
19111,149200,108,1229
60402,170500,141,1516
7093,320100,225,2374
11215,1027200,979,2794
10312,441200,268,2131
80015,323400,173,2032
19143,65000,50,954
30044,147300,84,1242
60609,119800,123,1341
34953,173100,97,1359
91709,588200,304,2810
60641,253400,208,1754
11211,971200,0,2921
20906,301900,203,1939
91730,379500,252,1881
60619,118700,97,1287
89031,181700,107,1177
44035,86800,66,807
85308,249100,133,1366
92114,369900,273,2011
93536,275600,134,1765
93065,512600,295,2593
92880,497000,177,2451
90631,508000,351,2442
92882,420000,230,2068
78046,85200,0,955
94533,288200,194,1704
90019,868500,524,2888
91402,383500,266,2224
8753,247100,151,1807
11434,385600,304,2101
94538,751100,542,2913
23322,321400,137,1962
77379,231800,87,1947
11691,383600,262,2061
91761,380200,236,1916
11706,266200,175,2649
94501,843500,557,3295
7047,295000,183,2349
89121,146000,90,1103
76063,224700,95,1777
6010,170700,125,1466
23452,224400,149,1439
77450,251300,103,2028
23464,239000,134,1536
44060,151500,91,1247
90660,392800,312,2078
60640,189400,210,1603
53215,83400,63,885
94536,843900,534,3002
19124,77700,65,940
79924,88300,66,895
95206,197300,124,1243
7305,251200,225,1949
28277,303100,126,1795
89108,146900,103,1043
77095,201100,85,1728
45011,166600,90,1401
90813,335500,334,1915
10473,314300,231,1842
21215,98400,85,1304
14850,232300,147,1770
94513,504400,228,2389
47906,165200,89,1269
95111,591600,420,2941
11225,934600,588,2389
90731,521200,385,2259
10128,1138600,0,3420
33411,238900,134,1819
95127,614300,453,2956
37211,187600,118,1451
89115,123700,91,968
11210,629000,412,2145
93306,172800,113,1208
29483,166700,102,1365
2301,230000,155,1693
11213,698900,445,2339
22003,489800,287,2442
94806,344100,274,2144
92805,454000,354,2333
77083,144500,75,1446
37075,233000,111,1592
93906,356500,246,1877
2148,350800,251,2166
95123,760600,475,3170
93309,180100,120,1237
78045,159600,94,1410
7002,285700,155,1997
60453,159600,129,1529
33023,169000,122,1651
95624,358000,178,1723
60506,149100,99,1545
6516,168200,135,1547
32765,247400,127,1611
92346,298700,172,1667
75243,147400,89,1333
63376,172400,121,1392
46307,190800,103,1526
19134,55000,50,882
37013,159600,95,1348
94509,306400,200,1840
91605,466100,326,2438
90006,571200,413,2443
11746,424800,202,3148
92677,766200,398,3183
90042,597800,501,2435
94122,1134100,773,4263
21122,282900,207,1867
2155,445800,311,2356
33313,61700,61,1227
90640,465200,309,2220
94080,815100,580,3519
60638,183100,168,1532
33311,122500,97,1486
97006,319300,190,1663
77573,214600,92,1938
60651,141100,118,1409
75149,110500,80,1192
48197,179000,99,1499
91702,385900,307,2068
97229,492600,225,2319
7111,150400,84,1444
44256,194900,106,1631
92324,235600,179,1421
87120,166000,100,1205
17603,136900,100,1069
92780,612800,358,2687
74012,147200,82,1256
78130,180300,0,1439
76244,217100,95,1703
92627,675300,534,2806
85301,109600,81,951
95758,321200,182,1614
95608,350300,208,1606
91343,488100,288,2534
70072,120900,89,1141
91950,348600,276,1898
91977,393700,264,2101
92021,409000,263,2142
93117,766800,494,3298
11550,282500,202,2535
93727,203300,120,1253
91745,603800,329,2455
95122,545500,441,2853
91762,348500,244,1768
75067,188900,110,1597
84015,172500,137,1248
44077,132400,83,1175
85345,160400,109,1062
91405,471000,305,2465
19720,161600,127,1242
85204,175500,125,1150
8854,281800,185,2033
92407,258400,173,1508
76028,165600,91,1447
77479,364400,0,2603
2151,312400,220,2273
96734,943300,565,3134
92630,627500,350,2752
43130,118000,90,1104
90744,376800,302,2064
60630,266900,221,1794
85041,150500,90,1055
96744,740300,463,2641
11432,608400,410,2243
90004,1210900,694,3349
92201,221200,141,1569
76010,77700,63,1096
60016,188300,165,1623
48228,32200,38,752
60440,166500,108,1594
91770,512800,382,2294
20878,500400,252,2412
94109,1139800,1114,4713
43055,156300,117,844
33015,196400,148,1730
22191,271200,186,1789
94015,781800,612,3522
8527,318100,157,2022
94541,502600,366,2451
97701,358500,214,1646
85710,145200,93,1047
55106,140700,120,1266
92113,317800,289,1840
78250,134500,84,1240
21061,230000,179,1703
33027,287000,144,2030
30040,247700,110,1692
92571,248300,141,1535
30022,356600,136,2187
95020,642600,351,3023
95828,236300,157,1352
90221,315800,269,1912
66061,195300,120,1541
30096,178000,102,1334
6902,364700,248,2315
93030,447400,252,2336
91732,424700,309,2143
96789,621600,406,2493
11201,1040300,1072,2948
92708,716200,391,2974
78501,98600,65,1128
20011,511400,374,2463
11717,242400,126,2637
27610,134400,87,1149
76137,161800,86,1408
94087,1660100,960,4237
33463,160300,112,1496
11435,366600,343,2133
28655,98500,73,893
92392,203600,106,1250
89117,255700,131,1354
92801,456800,345,2360
28540,118400,79,888
10701,374600,245,2350
85142,249300,111,1345
65203,192600,94,1328
80219,220000,224,1595
92399,316900,181,1699
45040,236700,104,1876
85122,142100,77,942
89129,219200,117,1258
29732,161100,92,1243
31907,80800,55,790
33177,226800,140,1803
87111,229100,125,1305
23454,267700,159,1600
33165,305600,190,2174
32210,96900,68,1001
77429,223300,92,1866
90066,1122200,789,3955
20874,273000,200,1798
22407,232600,140,1568
75150,125900,82,1276
93215,177600,134,1215
19148,166500,151,1250
90037,356000,265,2120
92115,428400,333,2097
92707,414900,359,2232
98012,424200,207,2205
28027,184400,99,1334
92562,377500,172,1951
96720,287500,210,1309
98052,585500,292,2453
33063,138800,114,1392
21222,131400,119,1389
79938,129300,80,1175
12550,171000,121,1521
8861,221000,135,1780
78613,249100,115,1757
21740,145000,101,1066
75025,325100,121,2159
20147,460700,219,2390
15601,135300,108,1018
91406,485300,344,2505
33161,180000,134,1793
10306,425000,302,2118
29072,181200,91,1446
90034,956500,690,3285
91786,414300,264,1967
46227,115200,77,1054
93905,314400,235,1768
19145,144800,120,1245
44130,117100,84,1123
78852,109000,89,1140
92057,411700,249,2167
87114,186400,98,1257
11216,911300,0,2493
94591,380400,216,2053
90001,292300,289,1898
92404,217600,160,1346
48044,249800,118,1681
70065,172800,108,1463
60411,80500,70,1263
92027,396600,259,2157
7030,667800,644,2906
48187,220800,122,1636
28314,105500,71,850
30281,133900,73,1112
73099,155600,91,1250
92563,367800,156,1940
7728,320700,175,2150
19149,108500,88,1051
23320,225800,124,1517
60613,191300,230,1739
30093,122000,80,1151
11420,427500,333,2083
38109,44300,36,692
55124,226200,197,1579
12180,156600,105,1195
30127,156200,87,1254
92020,449300,272,2200
95051,1041700,740,3485
60643,135000,116,1365
10016,1021700,0,3710
48185,115700,91,1089
33414,324600,152,2358
92530,273200,168,1625
32244,119100,75,1086
20744,265400,156,1919
33025,180600,138,1599
43026,177600,110,1408
75040,136000,88,1301
8901,265400,173,1969
19104,96800,68,1217
7083,280900,164,1959
78247,158700,88,1351
7105,284000,132,1515
97402,189600,146,1134
30135,136000,75,1147
85705,112700,89,875
85706,104700,79,894
95616,615000,357,2181
14094,118300,84,1115
1960,361000,220,2065
17331,153800,106,1244
7306,318100,281,2068
95125,1105800,660,3592
21218,106600,99,1337
92071,434000,289,2192
30052,172800,86,1303
92626,699500,418,2909
96819,748700,401,2393
29445,151900,100,1243
44107,137600,93,1164
54601,130600,93,1083
90745,410500,288,2276
75227,93100,69,1101
94539,1371700,678,4597
92129,691400,335,2802
76549,107500,64,965
91764,329300,254,1751
95376,353800,218,1719
17602,133300,96,1029
19067,338700,172,2102
32771,161600,95,1315
45013,125200,87,1132
20019,238000,223,1844
89147,206600,125,1203
92111,505700,358,2302
63136,50700,50,778
97045,321100,187,1862
77845,212100,110,1780
23462,189200,124,1302
45424,98500,67,933
93436,281400,192,1581
91344,561900,319,2677
92234,247400,154,1606
22204,461900,346,2274
48823,175800,118,1394
92130,946800,425,3871
92557,280200,164,1649
98682,240900,159,1501
95843,282100,170,1535
22192,306900,191,1852
32837,208000,119,1440
75115,158800,72,1441
78504,138600,77,1388
43230,166600,103,1382
93063,513200,291,2540
97301,153500,122,1147
30058,101200,55,976
55044,300100,213,1874
30066,211600,109,1491
60644,132800,96,1402
93003,517600,319,2423
6457,188600,132,1503
60649,107600,89,1222
63129,203600,124,1317
28215,125500,76,1083
98270,282900,170,1642
22030,504000,265,2452
78741,148300,147,1403
95023,472600,270,2107
90063,353800,337,1914
48126,110500,0,913
90032,428300,371,2101
20020,264000,225,1927
65807,104500,72,793
2124,369300,243,2224
75043,143000,84,1350
10459,297000,174,1837
78753,174000,124,1460
95648,398300,212,1930
89103,115200,105,933
91767,347700,256,1930
32818,148400,87,1267
89123,226300,134,1284
80134,395000,183,2369
47374,71100,57,741
93458,285200,203,1591
21224,160600,135,1420
21117,230600,149,1740
48066,72100,64,939
30032,79900,60,895
92833,512700,356,2465
33064,144600,121,1493
90638,502600,336,2400
93277,190800,123,1196
37130,154700,101,1198
2780,243700,164,1559
77546,212900,97,1863
45140,226200,110,1733
48235,38000,36,765
8053,254200,131,1943
96792,364800,290,2018
33612,97500,82,1103
43229,116300,76,1147
60004,318200,204,1972
90002,284400,268,1921
92507,290100,201,1597
27713,203700,112,1391
84119,159800,134,1230
6511,184700,109,1392
8831,304500,169,2089
33467,249600,134,1898
60622,372800,279,2136
73505,84100,61,773
93551,322200,145,1889
6810,221000,159,1800
97124,309000,188,1664
6492,233800,161,1640
92646,746600,436,2973
92117,561700,411,2383
30906,63500,47,769
55304,258100,173,1635
29730,125000,80,1088
90018,517300,369,2312
83686,147600,92,968
7052,350700,196,2569
63031,88100,79,1028
2360,320200,195,1954
80918,223500,113,1348
60126,346800,221,2135
78745,237000,175,1589
90046,1215200,754,3716
87105,119200,85,1076
30062,280400,128,1825
90027,1284400,684,3540
38017,279300,100,1925
30047,172800,88,1327
10461,410900,260,1828
92692,675300,361,2905
90723,347500,289,1931
33175,285900,169,2095
75062,142800,97,1350
78664,170000,102,1476
75220,219400,150,1583
33065,164700,120,1502
38401,130100,88,1038
95112,640100,495,3004
10465,405100,268,1847
80634,238000,118,1509
92505,323400,216,1765
2169,347700,267,2156
75287,278100,133,1950
98632,172100,119,1230
85365,156700,95,1053
98208,350500,190,1948
95014,1830500,961,4518
90016,521400,393,2356
85022,231700,143,1294
60626,148200,167,1464
21206,131500,105,1383
95116,526700,427,2862
95148,808600,464,3343
92243,167600,120,1127
92647,663400,442,2790
48103,322400,210,1874
92648,848600,462,3106
33647,246800,109,1740
77080,212400,124,1593
84404,150700,121,1059
77077,306600,134,2176
90047,367200,278,2100
14580,178100,104,1697
76133,123600,73,1250
33029,375500,168,2517
34787,241700,114,1601
96817,666600,501,2347
94601,407100,345,2290
84095,313900,167,1710
20854,867400,322,3721
33125,199500,157,1782
33142,108300,98,1547
85281,211100,165,1250
17601,210600,129,1251
95336,298100,189,1497
33016,137000,141,1498
28216,115700,75,1050
92056,452800,280,2245
33068,146900,109,1522
80525,332400,168,1783
92084,480300,265,2261
75098,204200,100,1635
80020,318500,203,1969
77521,147500,0,1441
7470,422900,214,2144
28078,245800,113,1547
96816,951200,590,2659
22554,312000,127,1939
73160,127400,90,1179
48227,37600,33,753
33511,170200,101,1349
92064,623900,342,2640
94014,709000,575,3327
8816,345600,191,2251
20002,544500,464,2566
90023,339700,324,1916
60115,131700,79,1278
85201,150200,112,1083
37421,167600,81,1399
33021,230900,147,1726
19140,45600,38,903
93702,102100,90,791
90703,666100,368,2598
92024,875900,457,3415
60148,226600,160,1792
60707,220300,176,1702
95351,163900,135,1061
27406,98300,71,871
72034,155900,90,1166
7003,301500,189,1879
30041,306000,120,1901
33458,289500,179,2095
92879,379100,226,1911
90630,594400,366,2565
99336,178800,131,1229
55112,215900,141,1548
1844,289400,168,1813
28227,144400,87,1154
20904,373200,210,2303
43081,170000,104,1400
48219,38100,40,766
60435,133600,96,1429
33319,88400,75,1300
11772,252300,161,2554
1201,150400,114,1317
94550,755200,421,3018
6082,169100,128,1467
34741,108300,85,1094
27858,136500,78,1113
27410,192500,98,1347
31419,145300,88,1232
80631,161800,111,1256
77840,155400,103,1450
92688,588200,369,2688
61265,94900,78,818
84020,364700,180,1932
77070,179000,82,1636
84074,174200,129,1238
84043,256100,154,1501
92656,525400,360,2595
19382,375700,167,2258
60120,146800,116,1519
19020,228200,146,1630
91765,644100,354,2514
33312,213900,158,1743
2128,346400,317,2268
59102,192900,156,1264
19464,143100,98,1301
97206,301800,260,1615
75035,310700,121,2117
19320,205800,116,1571
85234,275200,140,1477
80229,224300,175,1580
98023,295600,161,1802
85326,159500,87,1076
11520,316300,205,2564
92672,854700,531,3062
23455,272800,156,1591
1085,211900,142,1477
11758,433500,275,2683
33033,147100,102,1512
91360,636800,335,2923
7036,229800,161,1726
60645,178700,194,1547
16801,264100,151,1598
6606,154800,118,1768
94553,523800,339,2487
75074,182500,106,1583
63301,159700,119,1322
11590,410500,256,2725
30907,136600,82,1089
84120,174500,151,1290
55337,216200,179,1534
11228,813600,535,2213
99208,200300,127,1249
46360,103300,75,893
33018,249700,167,1947
27834,82400,63,847
95350,218300,159,1196
96818,437800,449,2047
10940,157600,115,1494
2703,266000,183,1709
92026,435000,255,2239
98058,347400,187,1916
85282,233200,143,1313
55303,207300,160,1451
22304,307200,247,1956
90503,785000,486,3094
32225,190300,107,1351
83709,196900,114,1192
32822,115200,91,1110
60056,277800,197,1874
92025,458400,268,2213
7032,293100,162,2137
92104,521400,482,2212
80022,227200,166,1604
78041,132200,82,1317
20171,561900,267,2583
63123,140200,122,1112
78251,150900,80,1317
84062,248000,151,1427
98902,128000,108,906
92374,310200,202,1688
30331,118500,63,1148
91801,565400,399,2369
47150,114700,80,973
92840,490900,363,2441
95610,284600,187,1494
2895,145200,112,1244
60616,241900,234,1740
76179,161900,87,1423
75061,132100,88,1298
11205,703700,566,2710
87112,162600,106,1190
18974,273000,171,1857
52001,114600,81,908
38111,55300,44,766
37027,521400,161,2973
95678,317000,200,1641
93312,270600,146,1633
80012,232500,156,1641
32725,120100,78,1083
87123,171900,109,1194
43207,79100,67,893
19131,81600,64,1123
45014,137900,92,1262
75056,222700,111,1698
89122,152700,101,1087
30080,201800,123,1431
90033,366700,343,2035
95136,770500,449,3283
94901,970800,536,4007
11357,756900,522,2314
55379,217900,164,1543
89101,101100,0,926
49423,142200,110,1149
89074,240300,130,1341
11421,436600,322,2152
90806,439000,342,2132
60659,247600,208,1658
60073,127800,93,1389
10305,409800,276,2119
32246,142100,99,1207
33155,325200,221,2233
33617,120100,84,1170
95747,418500,207,1986
95207,209600,143,1214
95355,274700,159,1351
85338,207800,107,1223
29720,104800,75,1018
29223,108500,68,1078
59901,175100,137,1211
95037,830500,397,3331
30024,293900,112,1855
84604,248000,150,1282
2740,182600,126,1186
74133,178100,82,1449
14609,84900,65,1086
90065,660300,497,2594
91320,654300,329,2950
96786,531800,352,2243
75006,179100,107,1514
53704,173200,143,1367
11757,283700,158,2796
78681,249600,110,1761
89506,214800,140,1256
32303,120300,91,1041
97401,276200,169,1303
8021,120400,88,1424
33176,252000,175,1946
38127,42100,35,652
90220,314200,268,1960
19446,280300,149,1825
92843,479300,374,2409
43068,135800,84,1240
31088,111600,69,979
93637,188800,114,1147
23223,116800,85,1069
8902,263500,169,1991
80239,220300,160,1664
15301,134000,98,1167
93304,138200,108,1081
38116,80800,47,897
28645,85000,64,840
28173,333000,120,2209
90043,482100,328,2301
91352,432500,343,2335
92506,389800,222,1910
95210,185600,133,1182
92109,799400,574,2814
43015,181700,104,1503
89015,181200,117,1160
92701,399100,328,2191
95060,817800,554,3167
33415,101800,88,1279
90007,550500,342,2288
20783,258700,187,1760
28025,145100,93,1128
33433,252400,155,2046
95670,260000,184,1430
78640,163200,92,1453
11003,353500,268,2524
2149,310200,224,2100
84003,268700,166,1522
63021,228200,141,1498
2860,155400,129,1224
38115,81600,46,953
70301,157400,0,1339
97504,246400,146,1411
53081,92900,66,884
98115,620100,377,2558
8234,186000,102,1717
97330,318700,179,1695
28205,157100,131,1165
37040,132200,84,1006
27284,151800,87,1190
97702,344100,195,1652
92886,737700,373,3017
93534,166000,122,1352
8302,120600,89,1174
13760,108400,78,1078
21228,265300,181,1833
35215,80400,59,888
7307,361000,264,2237
91913,498600,247,2418
61761,150900,63,1261
11367,447900,405,2223
92570,263600,158,1602
79928,111800,74,1081
77346,189600,81,1720
44212,160200,103,1394
27606,198800,124,1305
30318,124000,104,1145
98042,333700,175,1919
1841,183300,140,1483
11224,413600,374,2213
53204,50600,41,789
94086,1244200,786,3789
92504,293600,213,1638
30349,97900,57,1003
94025,2003500,1185,5235
44870,86500,68,908
99205,129800,127,923
98118,395200,266,2097
98003,254800,163,1632
77040,146000,85,1424
92028,502600,244,2341
94560,685500,465,2824
75060,131100,93,1292
27407,110300,78,956
79907,83300,65,870
20009,518500,606,2709
91790,468800,320,2249
1453,209100,144,1437
23608,168500,107,1276
19139,57000,44,970
91733,411300,333,2114
97405,275500,183,1310
75216,55700,53,893
91306,468700,297,2511
7011,273800,144,1647
98103,608300,426,2473
45069,210100,103,1726
33614,134600,100,1202
84041,187500,142,1297
89032,168800,103,1122
33615,142300,102,1255
20176,466700,204,2401
89502,201100,148,1189
89052,347900,162,1769
7726,415400,184,2527
90278,849900,478,3322
21502,70800,61,1058
87507,214200,150,1428
85350,119000,90,860
46226,63100,52,804
30809,223500,91,1494
38305,119700,67,993
93292,197000,123,1232
99362,198800,144,1257
44691,131500,92,1146
60637,137000,98,1332
48188,224300,122,1660
96822,537900,539,2263
23456,329800,145,1852
38118,56800,40,819
33009,184600,177,1688
1970,316900,210,1916
32259,294900,123,1951
23451,379200,219,1709
98801,234600,165,1383
91016,588500,426,2400
53209,56400,48,909
48307,241400,135,1735
46143,151400,83,1289
85209,226900,131,1304
80504,333200,171,1943
78415,99700,84,1245
95008,1037700,652,3531
35758,194100,92,1304
7601,288300,195,2296
8820,467900,242,2507
32828,250800,115,1599
1040,168600,111,1353
8724,243600,159,1769
40356,137500,88,998
60636,66100,63,1230
94577,539600,386,2474
27107,107700,70,917
60123,152400,98,1542
43228,92700,76,982
54956,138000,87,919
94303,1641900,1065,4564
91748,583100,344,2449
30721,94400,66,908
78641,192500,107,1599
93720,290400,154,1543
75034,392300,131,2691
14120,128800,94,1121
34221,171400,114,1462
94116,1124600,792,4108
60652,152000,133,1416
11419,436300,323,2115
33055,178900,128,1689
95240,238300,175,1284
48170,281100,150,1699
6484,304100,161,2080
78155,141500,95,1293
85224,224100,144,1271
56001,175300,126,1351
43123,143400,92,1287
98204,238300,168,1508
23112,228300,115,1545
20850,529400,284,2418
63116,94400,95,830
32825,182300,110,1349
7060,224500,139,1912
1420,160600,114,1285
60660,169200,180,1539
78240,151500,92,1304
76119,61300,51,941
79915,82000,65,858
45324,94300,75,866
30034,91800,51,964
45238,100700,74,991
90029,720100,525,2672
78704,474100,332,2162
77339,181200,86,1653
77388,180900,81,1643
80010,199400,198,1486
30188,190900,106,1349
84010,236100,170,1405
23225,162400,114,1204
78233,125500,80,1203
96701,644100,419,2395
33324,187300,142,1689
85254,424400,194,2171
2909,126400,109,1177
10021,1528800,0,3676
92102,369400,360,2011
85015,151400,112,1049
80011,210000,165,1588
44111,63000,54,873
30263,136600,84,1172
7302,635400,627,2769
19401,134100,91,1343
77433,230300,94,1956
78245,130400,76,1244
90045,929600,616,3590
48439,142500,91,1181
32808,81500,60,1035
80233,254300,194,1725
49221,92500,84,942
72712,178900,96,1260
33810,151500,91,1239
28110,163700,102,1282
21229,98800,82,1308
97501,182200,134,1071
60624,128600,107,1405
67212,131100,97,1206
33139,403000,487,2318
95380,227300,168,1206
44203,87800,74,859
53218,62300,58,957
85379,206800,104,1242
11554,425600,289,2677
34668,71000,56,872
93455,374000,217,1811
87031,121800,58,931
90604,465600,334,2302
49424,171000,121,1258
21207,164600,123,1542
93638,152000,114,1034
27405,80900,67,824
33147,126100,104,1548
27603,180600,109,1305
95407,413400,309,2245
99504,251900,174,1788
38134,109200,64,1091
8817,276100,211,1994
75007,217300,113,1683
75080,242200,139,1756
60540,370000,168,2302
33178,329000,199,2265
85339,197400,96,1241
97230,254900,181,1604
8081,170700,93,1661
90024,1072200,648,4084
92009,781500,336,3196
94121,1367800,858,4921
76116,145300,87,1311
10801,484900,255,2974
11580,379100,273,2545
85086,320800,145,1698
37167,170100,106,1258
93726,158800,114,1096
23666,169300,110,1253
45231,89900,67,962
45036,185100,98,1521
19335,320000,149,2064
20170,424400,234,2254
92802,496100,340,2439
75023,233400,113,1746
70769,223800,123,1761
54901,155900,91,879
30075,359400,142,2171
60564,411200,152,2977
20902,360900,271,2169
95822,227200,182,1314
64118,120200,93,1138
48212,41200,37,749
44102,46900,36,803
14701,59100,46,619
7202,251700,127,1629
80526,305500,171,1710
43147,187500,96,1561
85296,258000,135,1398
54220,98300,70,859
27265,142100,84,1152
95926,271700,180,1463
33010,213200,152,1811
38654,156000,89,1404
75042,131800,91,1289
18102,77700,49,1043
27513,272500,135,1586
37064,361500,156,2270
98501,271100,149,1502
27360,98400,73,857
93010,566700,311,2558
19380,367500,172,2205
80123,332200,204,2009
76051,289800,135,2144
95831,381300,208,1694
93308,181600,120,1197
77901,102600,0,1191
7960,521800,252,2862
84123,224100,155,1390
8857,326700,193,2210
98133,409500,264,2043
77511,146900,86,1512
95762,555900,214,2530
78526,103500,0,1077
17403,126500,86,1076
77584,219300,90,2001
73034,261600,106,1924
44109,58500,47,846
46032,268700,106,2116
85711,131300,100,967
44720,150200,88,1275
28546,120200,80,895
60610,251200,315,1929
30101,201000,101,1417
32304,73600,71,889
94546,656300,420,2763
30039,149500,76,1261
27106,155300,79,1200
29464,390200,208,2254
11217,1107800,1008,2855
90031,465700,409,2194
79925,124300,77,1102
85029,160800,107,1098
22015,464500,268,2361
65202,128700,84,982
85210,154600,119,1094
30064,245200,103,1607
38128,65600,42,843
18042,118100,79,1169
96782,615200,398,2386
18103,137400,104,1274
19144,115800,72,1205
6450,145300,110,1382
63303,207000,120,1502
10950,233000,152,1917
90808,599500,411,2513
48198,86900,83,1193
80126,437800,203,2478
8873,298400,171,2089
37918,131400,92,1010
33162,166800,126,1747
95991,206100,126,1265
7666,345600,212,2379
10705,402300,241,2419
80501,274800,181,1660
95403,470300,298,2363
90501,588900,392,2479
6513,136100,108,1386
53711,257200,167,1618
92122,593000,395,2533
34983,151900,94,1301
89131,271500,124,1484
85730,132300,96,996
21921,195900,125,1347
92544,210400,130,1350
37129,181800,108,1335
33141,279400,274,2068
85746,129700,87,986
95124,1066000,675,3618
90020,485400,448,2355
98105,752500,440,2775
73013,196900,100,1502
85283,236300,144,1311
77498,194800,0,1699
33126,159600,156,1588
32174,200700,109,1420
11413,413000,289,2112
6611,352000,191,2375
89104,134100,88,1054
91401,651200,400,2868
20852,383700,321,2136
49508,144600,92,1099
21221,168600,134,1538
47201,122900,92,1096
92037,1401900,699,4981
76017,162900,90,1409
92019,485700,273,2325
37122,251800,118,1679
96707,558500,383,2569
78249,170800,90,1418
33134,446300,336,2507
85205,189900,127,1196
27529,163400,100,1254
55125,275200,118,1768
85249,344500,143,1776
21044,354400,190,2254
78744,149500,0,1387
62040,69100,59,782
71913,142400,84,1003
21045,313400,193,2148
54935,101500,65,799
94551,638100,423,2793
48127,119800,102,1101
60462,236400,141,1836
21217,62800,53,1228
84403,168700,126,1142
84118,169100,153,1278
55113,224600,156,1570
98837,135700,96,876
45044,106400,71,1045
93454,300600,197,1682
30067,196000,117,1437
77581,210000,91,1883
84121,292300,191,1579
21244,176900,128,1613
84065,291500,175,1597
30252,176100,85,1298
19403,249000,138,1759
55423,197600,179,1491
11722,227100,123,2622
20110,285400,169,1756
8401,126400,105,1286
28210,266600,145,1500
95129,1549900,914,3910
60101,203900,150,1706
32839,98200,85,1091
97123,284700,178,1602
15068,99700,92,919
91606,511100,386,2497
7712,333600,192,2118
48186,94600,82,1006
11756,358400,246,2564
94118,1843000,1047,5812
93036,440600,264,2335
10304,414000,268,2093
12601,181800,126,1542
98387,225900,134,1443
49504,107000,81,1183
44224,159200,98,1401
27705,217000,118,1302
6040,165900,117,1473
90605,433300,344,2204
93313,216900,127,1403
90804,407700,381,2059
17543,209600,131,1170
33196,275300,148,1993
19426,320800,147,2005
78412,123200,91,1368
87109,199100,119,1249
10573,509100,303,3149
33322,133300,107,1382
89128,179400,116,1149
48183,140000,99,1127
46514,115100,77,977
60565,364700,152,2364
30815,89000,58,858
26554,98600,75,930
13440,93200,66,995
44118,128400,74,1240
1702,283800,203,2002
63368,234300,120,1602
90241,525400,326,2378
48111,154500,95,1061
8360,142300,102,1218
75093,442000,142,2999
75028,296000,124,2194
92069,480200,273,2301
13021,105800,70,1331
7107,192800,85,1457
80016,471900,184,2628
21220,184300,138,1564
92127,742200,325,3075
63122,287300,180,1688
85042,162200,109,1143
27703,148100,91,1235
92307,212800,113,1249
46203,59700,51,742
49442,57900,54,734
49120,89200,65,872
85713,97400,82,854
13501,92900,62,939
55407,188100,159,1401
89183,201700,121,1203
48843,212600,123,1538
92508,422500,178,2145
