zipcode,medhome,sqfthome,rent
38501,131300,82,944
50322,175500,122,1414
2138,689200,653,2594
30680,133200,79,1079
91791,540900,319,2391
33801,80600,66,921
33069,131900,110,1384
85207,278600,143,1487
8046,140600,78,1586
76106,67800,68,892
72956,112400,71,839
33410,304800,178,2110
36695,160800,84,1194
80521,286600,198,1629
86314,197500,131,1240
91006,1012100,536,3204
96826,401500,561,1928
21742,179400,115,1282
85392,198200,105,1203
27612,286200,139,1598
95117,980700,629,3457
60185,205700,129,1708
53188,215900,133,1555
95660,184600,163,1271
93662,174800,124,1166
84770,199000,113,1254
19147,337100,255,1840
44312,90200,76,894
76210,209500,98,1669
18017,194500,120,1524
55109,184200,137,1430
18015,128300,91,1241
21701,256000,152,1691
53212,98300,70,856
90405,1401800,964,4680
91780,715200,475,2515
70560,103800,79,1146
48236,231400,132,1459
26505,173600,123,1252
44221,105600,86,982
32114,68600,61,937
21227,186700,152,1593
7090,710000,357,3403
46123,161400,87,1410
97217,364800,291,1848
59715,325200,231,1661
43017,324000,132,2394
38125,142200,68,1291
80916,158300,104,1185
18704,96000,61,863
75238,341200,169,2185
84047,200900,158,1334
29405,97100,91,1091
97756,231300,150,1427
44512,93000,61,890
98404,176900,133,1284
97213,400200,308,1873
37214,168500,114,1359
90601,480200,308,2247
80004,330200,218,1914
93101,809300,687,3306
96825,870300,550,2917
77489,123000,70,1345
20782,274300,214,1795
7731,311500,169,2157
55448,190500,162,1489
92083,397400,276,2116
37604,124800,79,920
6066,173700,121,1492
78748,232000,140,1683
77590,92000,68,1204
20815,851200,493,3482
32209,46300,42,768
38655,184600,101,1369
33908,225800,149,1721
84107,196400,152,1312
84663,208000,138,1211
77022,97700,79,1249
20745,204000,158,1708
70118,377400,255,1899
92337,320500,204,1789
97223,356500,208,1803
23602,183100,115,1313
55422,185400,157,1437
22101,918800,431,3916
32746,259700,129,1627
60074,189500,170,1623
33461,119600,95,1339
7065,214500,157,1857
22201,586900,515,2628
19904,167000,100,1292
64055,104000,81,971
55434,179100,164,1455
43040,177000,108,1337
98030,303200,166,1794
37922,292200,122,1817
95662,324000,211,1591
77065,164000,83,1546
21213,53600,62,1228
30120,123500,80,1019
89509,350900,180,1591
65802,83100,68,702
90028,795100,613,2701
28054,107100,72,910
43402,145300,91,1301
27516,313100,156,1845
61008,119300,74,1301
76182,210200,104,1660
72023,140800,86,1091
73112,110900,83,1017
17402,162400,104,1365
2072,303300,183,2203
15317,224200,123,1952
6111,203200,147,1616
2861,166400,142,1385
71107,83700,58,851
75214,442800,233,2660
31705,59600,44,623
96753,562100,518,2620
76002,176900,85,1568
91356,891400,385,3538
91505,665500,498,2779
50315,106500,103,1026
49507,76000,58,945
20877,310900,188,1902
99337,226700,138,1440
98802,257300,176,1486
12901,130300,94,1587
20748,204900,149,1747
46236,168500,87,1389
95688,434300,237,2064
44146,91500,68,1084
92881,476600,221,2325
46526,122200,85,1029
3820,214700,152,1695
7631,341700,227,2416
6824,617400,317,3147
28792,164300,112,1093
30606,154900,85,1151
92679,817400,351,3394
94801,279500,243,2006
93405,654100,402,2566
37920,114700,87,943
74136,182600,79,1351
78154,173400,89,1452
92629,832100,488,3300
90712,503700,385,2399
72120,133700,79,1095
2893,169200,115,1438
12020,224400,145,1756
28217,90000,73,973
98513,231400,139,1429
95050,924200,665,3368
95219,327800,163,1612
20785,184900,154,1688
16066,282200,0,2155
8520,231300,141,1894
83651,123300,84,892
52501,72900,71,850
11361,712100,510,2347
43614,107100,71,1076
22031,493100,303,2409
95632,284000,182,1485
55033,209300,163,1471
66102,51700,47,726
34293,196100,135,1696
33040,536000,416,3226
76123,146700,72,1385
14621,50500,36,832
98027,561500,262,2445
30315,56200,48,936
38301,59400,42,608
92543,147200,123,1176
94611,1065500,582,4040
72204,66600,54,779
97008,335400,203,1727
27520,150500,97,1179
27609,249400,136,1428
34232,193400,140,1540
62269,168400,125,1295
46176,96700,68,932
60459,165200,136,1526
46544,85500,69,779
48309,282500,126,2047
34746,179500,99,1337
29841,102000,71,855
11510,365700,231,2597
78539,123100,71,1261
19141,100900,70,1115
70131,163900,85,1621
19142,64500,56,941
19709,300000,133,1833
74063,118400,78,1053
80231,283100,184,1813
74017,104300,75,938
80227,310500,186,1981
92405,196700,159,1249
96740,451000,339,1692
98032,268000,173,1679
91303,389800,317,2345
98684,248300,160,1500
75013,394700,126,2690
80021,300800,200,1889
64133,89100,71,910
33325,337300,177,2348
34203,224800,128,1601
32707,166600,109,1326
52402,131900,95,1134
53206,38000,28,735
17268,155200,90,1050
29461,174800,99,1302
71360,146100,88,1165
30094,141000,70,1202
95667,297300,197,1538
23703,183600,106,1352
77020,78900,69,1160
1854,232500,160,1860
2038,380200,212,2287
8012,180600,107,1608
60446,162400,105,1554
33611,201100,153,1413
43065,306000,126,2188
13905,103700,67,929
32309,217000,114,1491
63118,72500,53,818
10704,385000,257,2379
44052,61200,47,722
33180,388200,278,2452
75703,195200,0,1501
7621,321900,217,2358
20175,461700,205,2295
84405,176900,133,1195
21015,279600,157,1800
92227,158400,123,1039
75041,119400,86,1237
13502,88300,70,981
99654,244600,129,1730
65201,140000,87,1044
62234,110800,75,987
52404,111100,109,1064
11725,415500,266,2899
32503,130400,86,974
33442,105700,104,1293
53214,98600,93,1035
68134,127800,106,1204
30316,197000,146,1288
12590,247700,172,1953
60089,278600,172,2012
27511,221500,124,1380
61108,77400,56,955
72758,182700,95,1247
37110,75200,57,830
91007,1135600,574,3484
32720,139500,88,1168
1906,354800,250,2056
90035,1155800,662,3721
86001,321100,186,1565
1923,385600,221,2141
37803,165400,99,1206
90713,517100,393,2411
28411,225900,124,1491
34711,214100,107,1454
60438,100500,83,1325
33073,305700,156,2153
80249,254500,148,1752
1757,284400,173,1595
8844,386800,193,2337
50014,156800,140,1272
60067,297100,176,1966
37323,107100,81,918
73159,101500,77,970
30605,134700,80,1117
94063,809300,675,3391
3102,183400,142,1416
38834,108200,60,988
98499,212500,141,1315
2889,181400,161,1475
32566,205400,103,1397
80112,385900,214,2205
99645,248100,131,1757
27519,378200,143,1961
7106,160100,80,1433
78102,116300,64,1204
97306,239700,145,1497
92173,358700,252,1989
94603,315900,288,2080
85053,178700,115,1159
18966,324300,170,2041
37830,113700,71,955
93955,429700,348,2111
3301,195300,134,1455
35810,71400,50,754
76904,177400,92,1547
30102,156300,90,1270
8105,70100,56,1381
91750,593300,331,2430
75126,183700,89,1625
45365,111300,73,1000
34207,95100,82,1187
75229,371700,168,2308
95824,160800,141,1207
45150,155200,99,1319
11417,443000,340,2092
80204,261800,267,1754
14612,132100,86,1293
6489,253400,158,1796
2324,322200,191,1936
30115,227900,110,1507
95973,296900,186,1542
30542,178200,104,1325
60035,500700,227,2991
48152,176100,118,1264
43221,255400,168,1786
33409,123100,101,1332
33145,337800,247,2257
75069,212900,122,1643
29910,231400,125,1648
36608,123700,77,1095
98312,212800,163,1311
48135,90100,82,993
46825,113300,73,1078
1089,197700,142,1469
55347,360500,181,2108
29650,191100,95,1487
32205,114900,87,1011
60612,193100,156,1596
80120,345700,233,1982
20001,590300,551,2767
96001,219000,141,1295
30342,548900,226,2847
97080,279700,168,1664
93212,121500,96,953
49505,122400,98,1152
10308,432600,300,2117
11001,527700,340,2713
32127,189600,111,1373
28115,164800,94,1201
90270,379600,351,2001
45230,151700,100,1302
84096,285800,166,1668
33904,198100,127,1478
85132,144000,80,952
20853,409500,256,2299
77092,207200,125,1502
79416,113700,0,1187
54115,185600,94,1157
20165,460600,234,2364
58102,173500,144,1334
46530,210300,96,1835
28211,390900,183,1927
97224,367400,193,1911
54016,277900,129,1535
45005,121100,84,1205
33713,136800,119,1195
1821,369500,209,2279
2446,701000,590,2945
44281,160700,100,1372
90012,447700,461,2291
31404,79600,63,966
44266,116400,82,945
15206,126300,80,1134
54313,188900,0,1219
85741,159700,108,1075
80909,181400,110,1222
20121,339500,236,1943
35405,160400,94,1183
46218,40900,40,697
34205,122000,98,1258
75204,309400,205,1839
94545,514500,366,2496
48315,281000,121,1854
53105,186000,129,1277
6708,112900,85,1287
29150,73500,60,775
11422,405700,302,2101
7208,260200,138,1714
85351,130900,92,1017
94598,906200,442,3618
77063,219300,144,1571
55105,314100,217,1804
60631,312100,241,1898
80260,222300,158,1571
82009,246700,162,1596
6095,186300,124,1605
43551,180000,99,1442
53403,90500,72,1099
3060,212200,152,1563
80228,363200,210,2118
93422,466100,271,2045
50010,172900,135,1324
95682,385700,199,1826
27205,118800,76,880
91206,704100,407,2712
76107,209300,160,1386
33594,179300,103,1363
70003,176400,115,1485
48506,44400,33,553
23228,157200,115,1196
27217,85300,68,757
30269,287700,128,1941
96002,208900,140,1269
47274,117400,80,989
8759,140600,97,1373
91324,543800,298,2673
94580,508500,400,2491
22630,191500,139,1285
97304,244900,130,1490
55416,267200,219,1646
38016,153200,71,1359
43605,36700,31,655
90061,316700,273,1965
93619,378300,166,1919
49417,185800,120,1239
32779,296800,132,1765
92584,326400,154,1818
97471,189300,128,988
28214,125100,79,1090
92806,540100,313,2542
98926,208500,139,1351
60451,256400,120,1928
19038,258700,156,1782
78108,185300,86,1520
47403,129900,95,1078
85743,217600,115,1238
90606,416000,338,2127
11050,840100,450,3658
55378,251300,174,1665
32404,142700,92,1144
48150,144000,123,1195
49519,121500,82,1228
55411,119600,90,1293
60060,205900,131,1729
55126,249300,146,1614
59105,201800,155,1345
33952,109800,80,1216
94585,309700,198,1780
64804,110300,65,888
91387,474200,250,2489
98512,270900,145,1510
44460,84200,64,929
92583,200800,125,1314
30338,420300,166,2408
97211,409100,313,1994
92673,843300,401,3520
44129,90900,73,1037
17022,175300,120,1105
76040,175600,97,1497
77365,178700,91,1649
60174,244800,136,1938
81001,85300,80,785
6074,237400,149,1751
32940,242000,125,1595
22405,253400,134,1626
13850,133500,91,1483
71270,167600,67,1356
60048,407600,187,2589
28092,107400,77,880
93004,517300,298,2464
94510,550300,302,2603
1002,302100,181,1930
33032,167100,106,1617
48917,136800,91,1118
37312,149700,87,1045
47802,92300,61,852
76548,165100,77,1231
2919,195300,145,1468
73107,83200,70,833
97132,259500,168,1461
95815,149200,140,1197
19119,225400,130,1522
43214,240800,166,1588
55014,214000,178,1504
53217,146400,0,1382
43062,269100,150,1398
49509,99400,75,1101
49024,155000,93,1279
32211,100200,67,1018
11729,301600,0,2710
3062,252800,167,1882
60655,216800,179,1597
53095,198000,99,1503
75232,99900,66,1192
7753,268500,182,2014
46312,59000,45,754
92675,644400,372,2894
80129,397200,208,2312
45103,146600,94,1296
20007,923000,638,3905
11803,530400,326,3009
67203,83500,73,792
98466,293800,159,1633
18951,244100,137,1469
48101,104900,92,1034
44135,62900,57,892
84092,352200,184,1834
48162,124400,86,1021
30068,369400,148,2228
55419,317500,235,1740
20032,231600,204,1895
94941,1410500,775,5231
34472,86800,61,868
72209,64200,50,758
46131,121000,78,1119
55418,199300,171,1461
70737,176100,116,1473
75071,253800,112,1826
80226,311400,212,1872
39209,46200,34,737
76053,144600,91,1344
83706,197700,140,1150
60827,68700,67,1204
99352,275900,145,1587
46902,86100,58,816
13045,113100,81,1344
21212,231400,172,1620
33143,417100,263,2499
30117,108500,69,870
99709,220600,119,1731
71111,181700,105,1465
91932,468800,370,2127
85331,424700,183,2206
92107,767800,563,2758
15221,79900,62,919
71112,126700,89,1140
19802,121000,89,1156
45215,118000,85,1104
7112,200900,85,1422
7110,364900,223,1941
45458,206700,97,1672
37209,217200,150,1525
44128,51100,44,862
99223,224500,133,1377
34608,108700,66,1097
99577,318300,202,2132
8865,155000,108,1388
44136,189400,88,1636
60611,300200,325,2058
79601,108700,0,989
53210,68100,45,854
55118,208800,188,1438
6410,292800,160,1843
78410,144200,96,1500
97322,176100,131,1161
43110,146400,90,1293
95131,819000,519,3273
20010,626400,481,2831
94002,1493600,855,4644
33905,126900,89,1167
62002,69300,63,794
17046,131900,97,968
30078,164200,86,1298
84044,156700,153,1226
46804,146500,79,1312
81504,171000,122,1106
2145,436300,364,2328
89141,260000,128,1400
85716,165100,126,996
48141,47200,0,793
85302,174300,105,1133
58501,217000,182,1352
30005,393800,133,2381
11414,485100,297,2084
32043,169800,92,1258
11433,379100,299,2158
84094,230600,179,1467
48174,90600,90,893
91711,625100,331,2501
30152,234700,103,1576
8055,313200,139,2303
8610,158200,133,1571
97220,252700,214,1540
73072,196200,103,1396
90005,715000,465,2857
62226,90000,77,904
15217,279900,157,1712
55068,227200,194,1579
32937,258500,150,1685
95966,167900,122,1097
89106,118300,84,951
91355,490700,306,2480
64015,148600,92,1274
16803,265900,149,1606
97420,161200,121,1036
49418,172800,97,1332
70817,208600,113,1591
23231,145600,93,1217
81005,136100,112,1114
73012,199900,101,1535
29611,72900,62,856
82604,187400,153,1355
95825,226700,179,1297
28602,94200,74,859
96732,489200,299,2508
94133,1319500,1218,5965
15102,177600,115,1494
33174,224500,165,1833
10030,660600,647,2896
54303,102300,70,940
59405,149700,133,1164
98370,339500,196,1708
78109,132300,73,1251
2136,346500,254,2392
46168,149500,88,1283
62025,170400,101,1291
85704,239300,128,1268
11429,427300,294,2219
11967,212200,128,3382
6320,143100,104,1267
20164,343600,223,2014
2453,461700,302,2392
75088,176800,91,1535
6051,115700,92,1136
67207,132300,89,1205
64119,109200,91,1048
78253,210300,90,1577
53223,83400,70,996
97603,153700,98,960
75212,68000,70,1029
90249,457500,344,2326
7501,178100,85,1539
89012,273200,150,1445
84414,211600,138,1296
33130,289600,349,2107
92124,585800,325,2503
2905,170700,124,1459
20735,253900,157,1919
90303,433100,308,2232
70068,123400,102,1226
77354,278500,117,2097
98531,154500,109,952
32809,116800,86,1150
6877,602600,258,3153
43201,130800,100,1278
45429,132400,88,1203
30223,67600,50,803
8723,244400,169,1774
80911,181100,107,1250
32034,304800,160,1598
20707,251100,171,1799
7103,166400,85,1433
21043,423000,215,2424
60076,267500,194,1851
33435,128600,118,1440
60091,633700,333,3273
30720,122900,73,1032
91740,477100,345,2271
60510,269500,132,2062
48708,61600,44,731
3079,269900,180,1758
20903,323300,221,2152
19601,64000,39,779
76513,138700,0,1122
90803,845200,514,2727
91316,590800,402,2717
49548,92800,78,1010
46140,135300,83,1165
84058,205800,145,1225
72032,122400,81,919
91030,1057300,593,3095
48203,35100,31,749
7675,516900,268,2822
53186,187200,113,1394
75234,165300,115,1445
99801,321700,211,1746
32927,132200,92,1147
46237,123500,77,1169
28056,146200,88,1164
17815,141300,93,1154
6512,181200,136,1563
46077,325800,127,2246
92860,464900,240,2194
90291,1533300,1127,4795
3051,249700,158,1799
33756,154500,117,1269
35803,157400,86,1191
74137,284200,94,2202
29406,124300,87,1141
76542,129600,69,1081
50310,135800,118,1173
85297,290100,134,1524
94306,2396100,1411,5994
14304,90000,75,844
45240,107800,67,1154
53220,126400,116,1187
85043,153000,93,1036
37055,120600,82,1017
29414,220500,125,1557
48045,164200,111,1220
98502,290400,159,1507
76901,111000,83,1190
22152,442900,264,2350
51106,117700,106,973
30340,165400,106,1222
98374,268000,142,1595
77301,117900,80,1300
37128,190400,107,1387
23607,90900,71,866
60187,280500,187,1947
76033,116600,74,1120
48076,149900,84,1412
43512,101100,69,953
99705,204200,125,1704
45239,93900,72,954
29642,161400,90,1282
2062,405000,278,2313
70364,142800,94,1272
95242,325000,192,1566
45056,172400,106,1426
91351,418300,272,2310
65721,205300,103,900
92116,519600,474,2204
17404,116400,92,1035
2186,571100,289,2760
28734,101200,71,891
12302,163500,111,1460
6114,92600,67,1101
2904,169200,111,1399
97355,162500,123,1127
30087,158400,71,1273
12533,304300,162,2141
46268,117200,70,1169
44108,38000,26,783
28607,220300,127,1264
91423,896800,501,3484
76092,612200,168,4594
33578,162300,99,1337
47304,107600,59,855
23111,215200,129,1389
6405,267300,170,1687
97527,220100,142,1225
28112,143000,92,1208
21236,219300,158,1644
62702,67900,62,874
30240,114200,73,956
20152,494400,204,2445
34639,209200,108,1487
29607,166800,94,1347
2121,322100,206,2234
60099,111700,83,1335
76012,187900,92,1532
48213,34900,29,749
17257,161600,97,1095
97267,301300,185,1813
77833,155100,97,1422
11010,439000,313,2636
85304,188200,111,1178
48085,267900,132,2001
75119,114000,74,1134
80919,325900,123,1698
12303,160900,117,1362
70448,226200,116,1773
33809,148900,93,1213
92651,1618700,1095,4884
7644,335600,203,2278
60047,408700,167,2611
70806,158700,95,1296
14534,240100,115,2338
46614,108400,69,866
90008,628000,362,2608
74403,78900,62,840
78411,122200,90,1383
94589,278800,201,1703
2131,419700,297,2330
93401,651400,386,2543
6604,150700,101,1484
8540,577500,262,3260
10303,290200,214,2016
97086,432600,169,2400
59601,188000,154,1226
53144,145000,111,1295
6109,236400,149,1750
92078,552300,295,2458
1843,225400,171,1605
35226,236900,115,1650
95961,186500,117,1242
19152,163300,126,1316
21216,59000,49,1252
1880,455200,266,2378
92262,342900,225,1791
48507,48700,33,625
90807,558100,375,2418
30813,156200,86,1204
68801,116200,96,1081
39047,169200,98,1473
23060,253200,132,1609
94608,566100,531,2894
55318,247900,157,1705
28273,159000,89,1283
95204,182500,148,1127
2176,494200,280,2420
13210,130300,82,1303
2118,716000,817,2887
27295,116000,79,917
28001,98900,66,894
7010,420400,250,2417
70363,113900,77,1143
30274,67500,49,848
33460,133500,118,1415
7054,428400,215,2604
29550,91400,71,923
53189,257500,136,1860
67037,160200,102,1309
87107,175100,121,1199
95472,723800,447,2573
7006,502700,254,2565
32505,54000,45,751
94062,1830100,923,5517
45042,110300,75,1057
54302,106600,70,899
52240,183500,144,1408
55429,151200,140,1352
93940,656100,433,2494
43219,56800,54,819
23229,259900,151,1577
60015,482500,212,2856
49426,196300,99,1349
11901,321000,232,7737
90064,1229400,774,4405
48154,183500,122,1313
86406,222000,136,1220
7747,335200,186,2232
2132,474600,327,2462
11530,790800,413,3723
30019,216700,92,1461
95133,688900,449,3105
20876,322200,197,1979
29617,108500,78,1025
29301,102500,63,1005
29063,135600,80,1228
98004,930900,505,3097
48124,112400,82,1049
48192,91200,84,910
32901,124300,90,1156
33034,94800,77,1352
78746,830700,292,4242
15401,88400,69,958
23233,301400,141,1717
11232,515400,633,2300
61704,187800,100,1363
29115,65000,47,857
70605,217900,104,1700
1830,267600,157,1736
34109,379500,210,2771
27526,208300,111,1397
92260,331800,201,2016
29229,138800,73,1245
37086,142000,100,1186
10562,335100,226,2580
98201,241800,185,1439
85381,231600,123,1301
78665,219600,100,1692
33484,110300,91,1415
30214,181200,85,1321
93420,639700,328,2533
1108,132300,86,1301
60515,308400,203,2011
33441,200600,156,1683
20191,409200,269,2193
60053,263500,201,1863
63052,158900,125,1252
49444,52100,56,660
32812,200400,117,1396
62221,129900,95,1102
34231,213400,152,1615
7206,214800,109,1564
36605,52900,44,755
60445,121600,113,1411
48178,282500,136,2036
34104,197900,149,2089
33625,190400,121,1431
7652,548300,283,2909
2143,557500,476,2461
83687,138500,94,962
21060,234000,182,1737
87106,216900,140,1214
44143,173900,90,1489
30092,295700,122,1757
75904,109900,68,1040
6514,166600,123,1588
33823,124300,82,1064
20814,659100,402,2803
78723,297400,199,1762
85306,186000,116,1188
68164,146800,112,1304
92120,558100,331,2432
90740,884000,485,2918
46321,212500,119,1617
33919,169800,125,1455
7201,236800,112,1602
30097,377100,127,2365
21146,468000,250,2465
6118,150300,116,1450
77566,157900,89,1639
66049,204600,117,1408
98335,413700,185,1954
46383,172200,101,1517
76148,124600,92,1252
50266,196300,122,1503
68137,144300,112,1287
53213,120300,103,1133
11101,689600,0,2549
20603,298700,138,2047
91803,561500,407,2371
46322,145500,108,1316
98665,258600,160,1547
88012,130400,86,956
95829,336700,184,1658
70810,220600,134,1580
32958,161000,103,1247
33406,162500,123,1458
75702,66900,58,886
11701,271900,196,2917
79423,126200,0,1208
33328,326500,172,2365
33563,108500,78,1143
19810,299000,164,1807
74105,146100,102,1197
6473,266500,168,1844
11370,576800,0,2344
55343,209200,175,1492
35244,265700,122,1829
98011,465800,236,2233
61801,117700,84,1047
75241,75600,59,1003
7080,315200,193,2030
33334,205700,180,1640
49525,171000,103,1274
68506,153200,120,1261
90230,750700,511,3133
19150,139100,109,1234
7430,440100,261,2518
7076,458200,248,2410
7869,475900,203,2663
29715,203800,99,1569
75248,353200,145,2396
34142,116000,0,1774
48093,118600,87,1196
87505,303000,196,1790
32086,184400,119,1408
8087,176800,123,1501
70123,212700,135,1532
62703,70200,58,856
29440,124700,81,1120
21801,137600,93,1251
84037,280700,161,1628
11427,474800,369,2300
17011,174000,113,1387
75901,102200,67,993
39402,165500,74,1257
55372,289400,184,1810
22043,551000,356,2536
61604,70600,63,782
31405,146300,95,1208
16602,91400,0,823
54650,187200,0,1090
77662,89700,63,1181
80907,204200,134,1276
98498,250500,141,1481
98144,477600,329,2337
35401,106500,78,913
27302,160600,99,1123
55316,204200,170,1494
7840,253300,148,1847
32084,163600,114,1331
80503,424400,204,2336
98229,322600,173,1584
93960,291700,0,1669
95492,530900,305,2492
32277,134300,79,1161
89135,355800,172,1800
32507,166700,98,1199
60181,206300,163,1699
1803,464600,267,2454
90710,507300,310,2411
18940,414200,186,2375
48204,36100,0,752
37172,131100,90,1045
49015,106800,73,1102
95363,275300,129,1402
28625,122000,86,960
94610,1034600,607,3404
32177,65600,48,976
81007,189000,124,1324
32250,300000,191,1789
11249,1013300,0,3092
27502,276200,132,1599
30088,94500,54,957
2886,192100,161,1530
35209,286000,172,1693
91201,729200,487,2800
21209,284800,158,1830
8003,276300,126,2205
92284,142500,102,1001
85353,170900,90,1098
96080,156800,123,1086
39110,238800,106,1910
60706,250100,209,1771
89134,259400,156,1377
27455,169500,99,1260
19133,45700,39,916
85621,99600,65,947
19047,297400,161,1985
28270,304700,122,1764
30189,209900,108,1446
15146,133300,96,1158
33880,93900,70,977
64801,78700,57,765
21208,228700,140,1710
38637,81000,67,900
91941,555400,291,2435
63109,157100,137,1070
22042,456300,327,2337
46041,75400,55,768
60441,172100,116,1596
73162,170400,80,1360
23693,339500,142,1992
11741,325400,166,2634
99207,101400,101,823
55421,156600,147,1341
91607,746100,433,3084
90240,546300,335,2433
48328,123200,96,1222
19002,386700,167,2334
98311,251900,173,1487
84084,205500,164,1366
46750,79000,56,797
55449,270700,153,1694
85143,168400,91,1006
33185,325700,164,2289
70663,143200,84,1412
54952,134500,79,923
23227,202700,115,1321
90039,825100,641,2939
44139,257800,113,2248
18052,164800,111,1369
83705,155500,124,1023
33510,154500,98,1292
68135,222900,116,1707
93035,547200,335,2427
76013,162000,91,1394
78229,130600,97,1194
2809,278400,170,2010
38122,50100,40,742
47715,121900,81,1002
33990,186300,118,1438
90062,387400,282,2151
84401,150300,120,1017
92081,490900,278,2319
60544,190600,110,1686
68502,128500,101,1139
6880,1083800,406,4957
89145,173200,112,1145
70360,214600,114,1453
32819,264100,144,1648
34683,231700,136,1579
77706,141400,75,1526
60077,228200,184,1659
33993,181900,104,1386
44087,189800,107,1526
12306,143700,106,1296
33417,55200,60,1173
3054,245400,126,1880
93901,425500,271,1998
2720,219900,138,1404
43213,76400,63,893
61103,60900,43,824
30265,191100,98,1435
53142,151700,109,1365
48336,160800,108,1382
15235,85200,67,954
33803,133400,92,1113
22601,206900,135,1277
21239,128700,104,1375
94530,741700,482,3197
23606,218400,122,1429
32806,216900,142,1437
85050,306000,170,1630
98146,334300,234,1844
37363,210200,90,1593
28303,104800,68,849
54729,162400,86,1081
85750,341400,157,1695
48161,113000,60,987
94602,769900,526,2997
29687,145700,88,1282
8330,152900,99,1493
98445,217800,132,1393
21771,376000,183,2202
34684,166900,127,1321
81301,398300,246,1945
98040,1128900,430,4202
90403,1127000,820,4328
89084,239000,112,1320
71106,136700,83,1178
89521,339500,174,1654
33917,176200,117,1424
84117,285800,182,1521
32233,203700,149,1294
44125,62900,52,918
91326,715800,310,3221
94402,1689900,904,4938
19053,256900,158,1763
10598,370300,247,2783
95765,432900,198,2086
30904,75000,56,772
11570,657800,323,3028
34982,102900,73,1114
60646,383800,258,2153
58504,253700,206,1450
10710,413800,255,2850
11423,465000,319,2238
14020,94300,67,1296
97068,444400,202,2364
45244,214800,108,1678
30033,266000,168,1561
33709,115800,101,1143
77515,127200,85,1483
93210,145600,102,1093
95354,190600,151,1118
2840,376500,282,1965
29710,177800,100,1429
28715,200200,135,1305
91042,511100,375,2442
89701,216800,142,1240
30084,181700,101,1277
95969,210600,144,1196
98685,304000,161,1702
39452,134200,74,1060
94549,1337800,602,4971
6451,146000,109,1364
70805,64800,55,836
7016,442500,254,1984
47933,108600,72,1015
44012,214000,110,1599
18901,366400,171,2123
98074,690800,276,2800
77014,143700,68,1404
60007,229800,163,1749
33844,124000,74,1072
31410,231800,130,1480
33967,197300,132,1670
32571,160100,85,1239
68005,131500,78,1167
64138,82400,67,913
46205,116200,82,967
29621,147800,82,1192
78239,122300,72,1194
75254,132100,130,1316
32401,91400,73,893
19125,191800,162,1459
41018,109900,95,1060
98607,380700,180,2025
60189,357700,179,2266
95356,292300,161,1392
1824,370000,225,2229
34119,394100,204,2727
34243,248600,145,1707
30341,270700,147,1603
93725,150400,111,1096
33138,384700,259,2367
77025,445700,215,2843
5401,314200,193,1930
85212,263300,123,1445
85257,264800,174,1385
16509,146200,92,1155
30741,78000,61,844
45417,37600,35,602
77007,407000,203,2878
7042,471700,243,2189
31794,110100,64,951
20151,493100,243,2334
66216,205800,111,1622
7450,670300,333,3234
80922,230000,119,1387
15210,56200,36,851
98087,350900,189,1954
37217,150400,91,1272
90041,721000,522,2714
53202,225000,178,1546
44137,54900,48,900
60002,181400,110,1594
98008,593400,311,2513
98683,299800,168,1676
22701,238500,131,1490
35023,95800,69,908
7424,338400,204,1973
33331,438900,195,2847
22312,406300,262,2213
1887,421900,270,2372
10310,402800,274,2082
49464,174700,118,1274
91784,610100,268,2892
22079,425500,238,2288
93610,169900,105,1078
97005,279100,215,1544
89512,149700,128,994
95776,327100,189,1641
29205,179000,120,1150
59718,254200,154,1471
7860,226600,135,1714
46221,92900,64,987
43082,295400,127,2176
33067,400400,160,2657
32904,197500,107,1390
21223,52400,51,1211
89130,209800,118,1248
19130,323400,273,1823
60046,181900,111,1615
63128,224400,132,1446
21040,154200,115,1359
11356,595300,435,2288
67217,78100,71,791
70517,121500,0,1231
74115,53700,52,730
32117,78700,68,975
33705,131900,108,1205
97071,178600,136,1255
12309,213900,124,1831
39056,132500,78,1190
23220,215800,161,1324
92706,542500,376,2534
77049,134200,0,1395
33629,453100,242,2666
30030,392100,239,2005
76048,143200,90,1354
30180,133100,74,1078
11720,282800,160,2572
60491,304800,134,2250
76543,77400,56,826
97838,167700,106,1140
23237,142100,103,1198
97116,272000,171,1566
10541,333400,207,2462
38053,110900,71,1021
2907,133600,93,1171
34653,90100,69,944
78729,244800,127,1658
76034,486600,149,3658
73127,107400,74,924
35811,131500,83,992
77004,235400,0,1660
95377,441200,188,2134
11776,294200,169,2596
35801,204900,112,1212
6854,316200,240,2199
32570,118000,73,1014
47711,90800,74,826
48371,225300,125,1642
44515,82700,62,922
54304,123200,77,964
89511,549800,213,2322
2048,376600,219,2195
98028,481200,240,2294
46545,92000,74,813
72903,136800,73,1015
77550,141200,104,1343
79106,96200,71,1045
52405,127600,99,1078
97035,452400,235,2192
30310,56900,43,908
29609,165900,97,1289
98284,212500,154,1335
48317,153400,114,1283
46628,73200,61,744
85268,372800,188,1831
91301,771600,365,3431
23701,138300,106,1205
60139,157400,129,1538
6705,92400,76,1211
60714,256300,208,1812
32548,162800,109,1174
46033,294800,103,2226
84651,202900,140,1233
84070,212300,176,1401
39212,64400,43,802
2119,362600,0,2456
91350,477500,273,2498
91504,703000,437,2867
37919,229400,125,1472
21114,332000,195,2067
85718,419800,175,2033
53143,118100,97,1120
47712,103700,79,849
64152,179800,114,1464
20879,280300,199,1799
