dishist_id,disasterNumber,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,state,disasterType,incidentType,year
1,3,0,1,1,1,LA,DR,Flood,1953
2,1,0,1,1,1,GA,DR,Tornado,1953
3,4,0,1,1,1,MI,DR,Tornado,1953
4,15,0,1,1,1,CA,DR,Flood,1954
5,25,0,1,1,1,CT,DR,Hurricane,1954
6,35,0,1,1,1,OK,DR,Flood,1955
7,55,0,1,1,1,ID,DR,Flood,1956
8,45,0,1,1,1,NY,DR,Hurricane,1955
9,65,0,1,1,1,CA,DR,Fire,1956
10,75,0,1,1,1,MO,DR,Tornado,1957
11,85,0,1,1,1,TX,DR,Tornado,1958
12,95,0,1,1,1,OK,DR,Flood,1959
13,105,0,1,1,1,ID,DR,Fire,1960
14,115,0,1,1,1,IL,DR,Flood,1961
15,125,0,1,1,1,WV,DR,Flood,1962
16,6,0,1,1,1,MI,DR,Tornado,1953
17,17,0,1,1,1,IA,DR,Flood,1954
18,27,0,1,1,1,NM,DR,Flood,1954
19,37,0,1,1,1,NC,DR,Hurricane,1955
20,47,0,1,1,1,CA,DR,Flood,1955
21,57,0,1,1,1,OH,DR,Other,1956
22,67,0,1,1,1,WV,DR,Flood,1957
23,77,0,1,1,1,AR,DR,Tornado,1957
24,87,0,1,1,1,NC,DR,Hurricane,1958
25,97,0,1,1,1,FL,DR,Other,1960
26,107,0,1,1,1,NC,DR,Hurricane,1960
27,117,0,1,1,1,WV,DR,Flood,1961
28,127,0,1,1,1,MD,DR,Flood,1962
29,137,0,1,1,1,WA,DR,Severe Storm(s),1962
30,147,0,1,1,1,WV,DR,Flood,1963
31,28,0,1,1,1,NC,DR,Hurricane,1954
32,18,0,1,1,1,TX,DR,Flood,1954
33,7,0,1,1,1,MA,DR,Tornado,1953
34,38,0,1,1,1,NM,DR,Flood,1955
35,48,0,1,1,1,NV,DR,Flood,1955
36,58,0,1,1,1,PA,DR,Severe Storm(s),1956
37,68,0,1,1,1,VA,DR,Flood,1957
38,78,0,1,1,1,IL,DR,Flood,1957
39,88,0,1,1,1,KS,DR,Flood,1958
40,98,0,1,1,1,NE,DR,Flood,1960
41,108,0,1,1,1,MS,DR,Flood,1961
42,118,0,1,1,1,TX,DR,Hurricane,1961
43,128,0,1,1,1,KY,DR,Flood,1962
44,138,0,1,1,1,CA,DR,Flood,1962
45,30,0,1,1,1,IN,DR,Flood,1954
46,20,0,1,1,1,SD,DR,Flood,1954
47,40,0,1,1,1,PA,DR,Flood,1955
48,9,0,1,1,1,TX,DR,Flood,1953
49,50,0,1,1,1,WA,DR,Flood,1956
50,60,0,1,1,1,OR,DR,Flood,1956
51,70,0,1,1,1,WA,DR,Flood,1957
52,80,0,1,1,1,MN,DR,Flood,1957
53,90,0,1,1,1,OH,DR,Flood,1959
54,100,0,1,1,1,MO,DR,Flood,1960
55,110,0,1,1,1,GA,DR,Flood,1961
56,29,0,1,1,1,SC,DR,Hurricane,1954
57,39,0,1,1,1,RI,DR,Hurricane,1955
58,19,0,1,1,1,NV,DR,Earthquake,1954
59,8,0,1,1,1,IA,DR,Flood,1953
60,49,0,1,1,1,OR,DR,Flood,1955
61,59,0,1,1,1,CO,DR,Flood,1956
62,69,0,1,1,1,OR,DR,Flood,1957
63,79,0,1,1,1,ND,DR,Tornado,1957
64,89,0,1,1,1,PA,DR,Flood,1959
65,99,0,1,1,1,SD,DR,Flood,1960
66,157,0,1,1,1,AR,DR,Flood,1963
67,167,0,1,1,1,OH,DR,Flood,1964
68,177,0,1,1,1,GA,DR,Hurricane,1964
69,183,0,1,1,0,CA,DR,Flood,1964
70,183,0,1,1,0,CA,DR,Flood,1964
71,184,0,1,1,0,OR,DR,Flood,1964
72,184,0,1,1,0,OR,DR,Flood,1964
73,184,0,1,1,0,OR,DR,Flood,1964
74,183,0,1,1,0,CA,DR,Flood,1964
75,184,0,1,1,0,OR,DR,Flood,1964
76,120,0,1,1,1,ID,DR,Flood,1962
77,130,0,1,1,1,NC,DR,Flood,1962
78,140,0,1,1,1,GU,DR,Typhoon,1962
79,150,0,1,1,1,GA,DR,Flood,1963
80,160,0,1,1,1,VT,DR,Drought,1963
81,170,0,1,1,1,PR,DR,Drought,1964
82,180,0,1,1,1,GA,DR,Flood,1964
83,183,0,1,1,0,CA,DR,Flood,1964
84,183,0,1,1,0,CA,DR,Flood,1964
85,183,0,1,1,0,CA,DR,Flood,1964
86,184,0,1,1,0,OR,DR,Flood,1964
87,184,0,1,1,0,OR,DR,Flood,1964
88,184,0,1,1,0,OR,DR,Flood,1964
89,185,0,1,1,0,WA,DR,Flood,1964
90,185,0,1,1,0,WA,DR,Flood,1964
91,185,0,1,1,0,WA,DR,Flood,1964
92,186,0,1,1,0,ID,DR,Flood,1964
93,12,0,1,1,1,FL,DR,Flood,1953
94,22,0,1,1,1,MA,DR,Hurricane,1954
95,32,0,1,1,1,HI,DR,Volcano,1955
96,42,0,1,1,1,CT,DR,Hurricane,1955
97,52,0,1,1,1,NY,DR,Flood,1956
98,62,0,1,1,1,PR,DR,Hurricane,1956
99,72,0,1,1,1,TX,DR,Hurricane,1957
100,82,0,1,1,1,CA,DR,Flood,1958
101,92,0,1,1,1,OK,DR,Flood,1959
102,102,0,1,1,1,AR,DR,Tornado,1960
103,11,0,1,1,1,NH,DR,Fire,1953
104,21,0,1,1,1,WV,DR,Flood,1954
105,31,0,1,1,1,AK,DR,Other,1954
106,41,0,1,1,1,NJ,DR,Hurricane,1955
107,51,0,1,1,1,PA,DR,Flood,1956
108,61,0,1,1,1,PA,DR,Severe Storm(s),1956
109,71,0,1,1,1,HI,DR,Other,1957
110,81,0,1,1,1,KS,DR,Flood,1957
111,91,0,1,1,0,IN,DR,Flood,1959
112,101,0,1,1,1,HI,DR,Other,1960
113,111,0,1,1,1,IA,DR,Flood,1961
114,121,0,1,1,1,NV,DR,Flood,1962
115,131,0,1,1,1,NE,DR,Flood,1962
116,141,0,1,1,1,FL,DR,Flood,1962
117,151,0,1,1,1,TN,DR,Flood,1963
118,161,0,1,1,1,CA,DR,Dam/Levee Break,1963
119,171,0,1,1,1,VI,DR,Drought,1964
120,14,0,1,1,1,MS,DR,Tornado,1953
121,24,0,1,1,1,ME,DR,Hurricane,1954
122,34,0,1,1,1,KS,DR,Tornado,1955
123,44,0,1,1,1,SC,DR,Hurricane,1955
124,54,0,1,1,1,OK,DR,Tornado,1956
125,64,0,1,1,1,LA,DR,Hurricane,1956
126,84,0,1,1,1,LA,DR,Flood,1958
127,94,0,1,1,1,HI,DR,Hurricane,1959
128,74,0,1,1,1,OK,DR,Flood,1957
129,104,0,1,1,1,OK,DR,Severe Storm(s),1960
130,2,0,1,1,1,TX,DR,Tornado,1953
131,13,0,1,1,1,AK,DR,Other,1953
132,23,0,1,1,1,RI,DR,Hurricane,1954
133,33,0,1,1,1,CO,DR,Flood,1955
134,43,0,1,1,1,MA,DR,Hurricane,1955
135,53,0,1,1,1,MI,DR,Tornado,1956
136,63,0,1,1,1,NV,DR,Flood,1956
137,73,0,1,1,1,LA,DR,Hurricane,1957
138,83,0,1,1,1,AR,DR,Flood,1958
139,93,0,1,1,1,TX,DR,Flood,1959
140,103,0,1,1,1,TX,DR,Severe Storm(s),1960
141,113,0,1,1,1,IN,DR,Flood,1961
142,123,0,1,1,1,VA,DR,Flood,1962
143,133,0,1,1,1,IA,DR,Flood,1962
144,143,0,1,1,1,ID,DR,Flood,1963
145,153,0,1,1,1,GU,DR,Typhoon,1963
146,163,0,1,1,1,KY,DR,Flood,1964
147,5,0,1,1,1,MT,DR,Flood,1953
148,16,0,1,1,1,GA,DR,Tornado,1954
149,26,0,1,1,1,NY,DR,Hurricane,1954
150,36,0,1,1,1,NV,DR,Flood,1955
151,46,0,1,1,1,AK,DR,Other,1955
152,56,0,1,1,1,NC,DR,Severe Storm(s),1956
153,66,0,1,1,1,KY,DR,Flood,1957
154,86,0,1,1,1,IA,DR,Flood,1958
155,76,0,1,1,1,ID,DR,Flood,1957
156,96,0,1,1,1,HI,DR,Earthquake,1960
157,106,0,1,1,1,FL,DR,Hurricane,1960
158,116,0,1,1,1,ID,DR,Flood,1961
159,126,0,1,1,1,DE,DR,Flood,1962
160,136,0,1,1,1,OR,DR,Severe Storm(s),1962
161,146,0,1,1,1,WA,DR,Flood,1963
162,156,0,1,1,1,NE,DR,Flood,1963
163,166,0,1,1,1,AR,DR,Flood,1964
164,176,0,1,1,1,FL,DR,Hurricane,1964
165,186,0,1,1,0,ID,DR,Flood,1964
166,187,0,1,1,0,NV,DR,Flood,1965
167,188,0,1,1,0,MN,DR,Flood,1965
168,112,0,1,1,1,AR,DR,Flood,1961
169,132,0,1,1,1,SD,DR,Flood,1962
170,122,0,1,1,1,CA,DR,Flood,1962
171,142,0,1,1,1,NV,DR,Flood,1963
172,152,0,1,1,1,HI,DR,Flood,1963
173,162,0,1,1,1,IN,DR,Flood,1964
174,109,0,1,1,1,AL,DR,Flood,1961
175,119,0,1,1,1,CA,DR,Fire,1961
176,129,0,1,1,1,NY,DR,Flood,1962
177,139,0,1,1,1,LA,DR,Toxic Substances,1962
178,149,0,1,1,1,VA,DR,Flood,1963
179,159,0,1,1,1,TX,DR,Hurricane,1963
180,169,0,1,1,1,CA,DR,Other,1964
181,179,0,1,1,1,NC,DR,Flood,1964
182,183,0,1,1,0,CA,DR,Flood,1964
183,183,0,1,1,0,CA,DR,Flood,1964
184,184,0,1,1,0,OR,DR,Flood,1964
185,183,0,1,1,0,CA,DR,Flood,1964
186,184,0,1,1,0,OR,DR,Flood,1964
187,184,0,1,1,0,OR,DR,Flood,1964
188,184,0,1,1,0,OR,DR,Flood,1964
189,185,0,1,1,0,WA,DR,Flood,1964
190,135,0,1,1,1,MS,DR,Toxic Substances,1962
191,145,0,1,1,1,CA,DR,Flood,1963
192,155,0,1,1,1,WY,DR,Flood,1963
193,165,0,1,1,1,WV,DR,Flood,1964
194,175,0,1,1,1,FL,DR,Hurricane,1964
195,183,0,1,1,0,CA,DR,Flood,1964
196,183,0,1,1,0,CA,DR,Flood,1964
197,184,0,1,1,0,OR,DR,Flood,1964
198,183,0,1,1,0,CA,DR,Flood,1964
199,184,0,1,1,0,OR,DR,Flood,1964
200,184,0,1,1,0,OR,DR,Flood,1964
201,184,0,1,1,0,OR,DR,Flood,1964
202,185,0,1,1,0,WA,DR,Flood,1964
203,185,0,1,1,0,WA,DR,Flood,1964
204,185,0,1,1,0,WA,DR,Flood,1964
205,186,0,1,1,0,ID,DR,Flood,1964
206,186,0,1,1,0,ID,DR,Flood,1964
207,186,0,1,1,0,ID,DR,Flood,1964
208,188,0,1,1,0,MN,DR,Flood,1965
209,188,0,1,1,0,MN,DR,Flood,1965
210,188,0,1,1,0,MN,DR,Flood,1965
211,188,0,1,1,0,MN,DR,Flood,1965
212,188,0,1,1,0,MN,DR,Flood,1965
213,189,0,1,1,0,IN,DR,Tornado,1965
214,188,0,1,1,0,MN,DR,Flood,1965
215,188,0,1,1,0,MN,DR,Flood,1965
216,190,0,1,1,0,MI,DR,Tornado,1965
217,173,0,1,1,1,MO,DR,Flood,1964
218,183,0,1,1,0,CA,DR,Flood,1964
219,183,0,1,1,0,CA,DR,Flood,1964
220,183,0,1,1,0,CA,DR,Flood,1964
221,183,0,1,1,0,CA,DR,Flood,1964
222,184,0,1,1,0,OR,DR,Flood,1964
223,184,0,1,1,0,OR,DR,Flood,1964
224,185,0,1,1,0,WA,DR,Flood,1964
225,184,0,1,1,0,OR,DR,Flood,1964
226,185,0,1,1,0,WA,DR,Flood,1964
227,186,0,1,1,0,ID,DR,Flood,1964
228,186,0,1,1,0,ID,DR,Flood,1964
229,188,0,1,1,0,MN,DR,Flood,1965
230,186,0,1,1,0,ID,DR,Flood,1964
231,188,0,1,1,0,MN,DR,Flood,1965
232,188,0,1,1,0,MN,DR,Flood,1965
233,188,0,1,1,0,MN,DR,Flood,1965
234,188,0,1,1,0,MN,DR,Flood,1965
235,188,0,1,1,0,MN,DR,Flood,1965
236,188,0,1,1,0,MN,DR,Flood,1965
237,189,0,1,1,0,IN,DR,Tornado,1965
238,189,0,1,1,0,IN,DR,Tornado,1965
239,181,0,1,1,0,FM,DR,Typhoon,1964
240,183,0,1,1,0,CA,DR,Flood,1964
241,183,0,1,1,0,CA,DR,Flood,1964
242,183,0,1,1,0,CA,DR,Flood,1964
243,184,0,1,1,0,OR,DR,Flood,1964
244,184,0,1,1,0,OR,DR,Flood,1964
245,184,0,1,1,0,OR,DR,Flood,1964
246,185,0,1,1,0,WA,DR,Flood,1964
247,186,0,1,1,0,ID,DR,Flood,1964
248,186,0,1,1,0,ID,DR,Flood,1964
249,186,0,1,1,0,ID,DR,Flood,1964
250,185,0,1,1,0,WA,DR,Flood,1964
251,187,0,1,1,0,NV,DR,Flood,1965
252,188,0,1,1,0,MN,DR,Flood,1965
253,188,0,1,1,0,MN,DR,Flood,1965
254,188,0,1,1,0,MN,DR,Flood,1965
255,188,0,1,1,0,MN,DR,Flood,1965
256,188,0,1,1,0,MN,DR,Flood,1965
257,189,0,1,1,0,IN,DR,Tornado,1965
258,188,0,1,1,0,MN,DR,Flood,1965
259,189,0,1,1,0,IN,DR,Tornado,1965
260,190,0,1,1,0,MI,DR,Tornado,1965
261,114,0,1,1,1,MO,DR,Flood,1961
262,124,0,1,1,1,NJ,DR,Flood,1962
263,134,0,1,1,1,NE,DR,Flood,1962
264,144,0,1,1,1,OR,DR,Flood,1963
265,154,0,1,1,0,FM,DR,Typhoon,1963
266,164,0,1,1,1,VT,DR,Flood,1964
267,174,0,1,1,1,NE,DR,Flood,1964
268,183,0,1,1,0,CA,DR,Flood,1964
269,183,0,1,1,0,CA,DR,Flood,1964
270,183,0,1,1,0,CA,DR,Flood,1964
271,184,0,1,1,0,OR,DR,Flood,1964
272,184,0,1,1,0,OR,DR,Flood,1964
273,184,0,1,1,0,OR,DR,Flood,1964
274,184,0,1,1,0,OR,DR,Flood,1964
275,185,0,1,1,0,WA,DR,Flood,1964
276,185,0,1,1,0,WA,DR,Flood,1964
277,188,0,1,1,0,MN,DR,Flood,1965
278,188,0,1,1,0,MN,DR,Flood,1965
279,186,0,1,1,0,ID,DR,Flood,1964
280,186,0,1,1,0,ID,DR,Flood,1964
281,186,0,1,1,0,ID,DR,Flood,1964
282,188,0,1,1,0,MN,DR,Flood,1965
283,172,0,1,1,1,MT,DR,Flood,1964
284,186,0,1,1,0,ID,DR,Flood,1964
285,186,0,1,1,0,ID,DR,Flood,1964
286,187,0,1,1,0,NV,DR,Flood,1965
287,188,0,1,1,0,MN,DR,Flood,1965
288,188,0,1,1,0,MN,DR,Flood,1965
289,188,0,1,1,0,MN,DR,Flood,1965
290,188,0,1,1,0,MN,DR,Flood,1965
291,188,0,1,1,0,MN,DR,Flood,1965
292,188,0,1,1,0,MN,DR,Flood,1965
293,189,0,1,1,0,IN,DR,Tornado,1965
294,189,0,1,1,0,IN,DR,Tornado,1965
295,148,0,1,1,1,KY,DR,Flood,1963
296,158,0,1,1,1,NY,DR,Flood,1963
297,168,0,1,1,1,AK,DR,Earthquake,1964
298,178,0,1,1,1,LA,DR,Hurricane,1964
299,183,0,1,1,0,CA,DR,Flood,1964
300,183,0,1,1,0,CA,DR,Flood,1964
301,183,0,1,1,0,CA,DR,Flood,1964
302,183,0,1,1,0,CA,DR,Flood,1964
303,183,0,1,1,0,CA,DR,Flood,1964
304,183,0,1,1,0,CA,DR,Flood,1964
305,184,0,1,1,0,OR,DR,Flood,1964
306,184,0,1,1,0,OR,DR,Flood,1964
307,184,0,1,1,0,OR,DR,Flood,1964
308,184,0,1,1,0,OR,DR,Flood,1964
309,185,0,1,1,0,WA,DR,Flood,1964
310,185,0,1,1,0,WA,DR,Flood,1964
311,186,0,1,1,0,ID,DR,Flood,1964
312,186,0,1,1,0,ID,DR,Flood,1964
313,186,0,1,1,0,ID,DR,Flood,1964
314,188,0,1,1,0,MN,DR,Flood,1965
315,188,0,1,1,0,MN,DR,Flood,1965
316,185,0,1,1,0,WA,DR,Flood,1964
317,185,0,1,1,0,WA,DR,Flood,1964
318,186,0,1,1,0,ID,DR,Flood,1964
319,186,0,1,1,0,ID,DR,Flood,1964
320,186,0,1,1,0,ID,DR,Flood,1964
321,188,0,1,1,0,MN,DR,Flood,1965
322,188,0,1,1,0,MN,DR,Flood,1965
323,188,0,1,1,0,MN,DR,Flood,1965
324,188,0,1,1,0,MN,DR,Flood,1965
325,189,0,1,1,0,IN,DR,Tornado,1965
326,188,0,1,1,0,MN,DR,Flood,1965
327,184,0,1,1,0,OR,DR,Flood,1964
328,184,0,1,1,0,OR,DR,Flood,1964
329,184,0,1,1,0,OR,DR,Flood,1964
330,184,0,1,1,0,OR,DR,Flood,1964
331,190,0,1,1,0,MI,DR,Tornado,1965
332,185,0,1,1,0,WA,DR,Flood,1964
333,185,0,1,1,0,WA,DR,Flood,1964
334,186,0,1,1,0,ID,DR,Flood,1964
335,186,0,1,1,0,ID,DR,Flood,1964
336,187,0,1,1,0,NV,DR,Flood,1965
337,188,0,1,1,0,MN,DR,Flood,1965
338,188,0,1,1,0,MN,DR,Flood,1965
339,188,0,1,1,0,MN,DR,Flood,1965
340,188,0,1,1,0,MN,DR,Flood,1965
341,188,0,1,1,0,MN,DR,Flood,1965
342,188,0,1,1,0,MN,DR,Flood,1965
343,188,0,1,1,0,MN,DR,Flood,1965
344,188,0,1,1,0,MN,DR,Flood,1965
345,188,0,1,1,0,MN,DR,Flood,1965
346,189,0,1,1,0,IN,DR,Tornado,1965
347,190,0,1,1,0,MI,DR,Tornado,1965
348,188,0,1,1,0,MN,DR,Flood,1965
349,188,0,1,1,0,MN,DR,Flood,1965
350,188,0,1,1,0,MN,DR,Flood,1965
351,188,0,1,1,0,MN,DR,Flood,1965
352,188,0,1,1,0,MN,DR,Flood,1965
353,189,0,1,1,0,IN,DR,Tornado,1965
354,189,0,1,1,0,IN,DR,Tornado,1965
355,190,0,1,1,0,MI,DR,Tornado,1965
356,188,0,1,1,0,MN,DR,Flood,1965
357,188,0,1,1,0,MN,DR,Flood,1965
358,189,0,1,1,0,IN,DR,Tornado,1965
359,190,0,1,1,0,MI,DR,Tornado,1965
360,189,0,1,1,0,IN,DR,Tornado,1965
361,190,0,1,1,0,MI,DR,Tornado,1965
362,182,0,1,1,1,MT,DR,Snow,1964
363,183,0,1,1,0,CA,DR,Flood,1964
364,183,0,1,1,0,CA,DR,Flood,1964
365,183,0,1,1,0,CA,DR,Flood,1964
366,184,0,1,1,0,OR,DR,Flood,1964
367,184,0,1,1,0,OR,DR,Flood,1964
368,188,0,1,1,0,MN,DR,Flood,1965
369,188,0,1,1,0,MN,DR,Flood,1965
370,188,0,1,1,0,MN,DR,Flood,1965
371,188,0,1,1,0,MN,DR,Flood,1965
372,189,0,1,1,0,IN,DR,Tornado,1965
373,189,0,1,1,0,IN,DR,Tornado,1965
374,188,0,1,1,0,MN,DR,Flood,1965
375,190,0,1,1,0,MI,DR,Tornado,1965
376,184,0,1,1,0,OR,DR,Flood,1964
377,185,0,1,1,0,WA,DR,Flood,1964
378,185,0,1,1,0,WA,DR,Flood,1964
379,186,0,1,1,0,ID,DR,Flood,1964
380,186,0,1,1,0,ID,DR,Flood,1964
381,186,0,1,1,0,ID,DR,Flood,1964
382,188,0,1,1,0,MN,DR,Flood,1965
383,188,0,1,1,0,MN,DR,Flood,1965
384,188,0,1,1,0,MN,DR,Flood,1965
385,188,0,1,1,0,MN,DR,Flood,1965
386,188,0,1,1,0,MN,DR,Flood,1965
387,188,0,1,1,0,MN,DR,Flood,1965
388,188,0,1,1,0,MN,DR,Flood,1965
389,189,0,1,1,0,IN,DR,Tornado,1965
390,189,0,1,1,0,IN,DR,Tornado,1965
391,192,0,1,1,0,WI,DR,Tornado,1965
392,191,0,1,1,0,OH,DR,Tornado,1965
393,190,0,1,1,0,MI,DR,Tornado,1965
394,191,0,1,1,0,OH,DR,Tornado,1965
395,192,0,1,1,0,WI,DR,Tornado,1965
396,193,0,1,1,0,IA,DR,Flood,1965
397,193,0,1,1,0,IA,DR,Flood,1965
398,193,0,1,1,0,IA,DR,Flood,1965
399,193,0,1,1,0,IA,DR,Flood,1965
400,193,0,1,1,0,IA,DR,Flood,1965
401,193,0,1,1,0,IA,DR,Flood,1965
402,193,0,1,1,0,IA,DR,Flood,1965
403,194,0,1,1,0,IL,DR,Tornado,1965
404,195,0,1,1,0,ND,DR,Flood,1965
405,197,0,1,1,0,SD,DR,Flood,1965
406,199,0,1,1,0,TX,DR,Tornado,1965
407,200,0,1,1,0,CO,DR,Tornado,1965
408,200,0,1,1,0,CO,DR,Tornado,1965
409,200,0,1,1,0,CO,DR,Tornado,1965
410,201,0,1,1,0,KS,DR,Flood,1965
411,201,0,1,1,0,KS,DR,Flood,1965
412,203,0,1,1,0,MO,DR,Flood,1965
413,204,0,1,1,0,NY,DR,Drought,1965
414,203,0,1,1,0,MO,DR,Flood,1965
415,205,0,1,1,0,NJ,DR,Drought,1965
416,205,0,1,1,0,NJ,DR,Drought,1965
417,206,0,1,1,0,PA,DR,Drought,1965
418,206,0,1,1,0,PA,DR,Drought,1965
419,208,0,1,1,0,LA,DR,Hurricane,1965
420,208,0,1,1,0,LA,DR,Hurricane,1965
421,208,0,1,1,0,LA,DR,Hurricane,1965
422,209,0,1,1,0,FL,DR,Hurricane,1965
423,210,0,1,1,0,MS,DR,Hurricane,1965
424,210,0,1,1,0,MS,DR,Hurricane,1965
425,213,0,1,1,0,AS,DR,Typhoon,1966
426,214,0,1,1,0,GA,DR,Flood,1966
427,214,0,1,1,0,GA,DR,Flood,1966
428,215,0,1,1,0,MN,DR,Flood,1966
429,190,0,1,1,0,MI,DR,Tornado,1965
430,191,0,1,1,0,OH,DR,Tornado,1965
431,191,0,1,1,0,OH,DR,Tornado,1965
432,192,0,1,1,0,WI,DR,Tornado,1965
433,192,0,1,1,0,WI,DR,Tornado,1965
434,193,0,1,1,0,IA,DR,Flood,1965
435,193,0,1,1,0,IA,DR,Flood,1965
436,193,0,1,1,0,IA,DR,Flood,1965
437,193,0,1,1,0,IA,DR,Flood,1965
438,193,0,1,1,0,IA,DR,Flood,1965
439,193,0,1,1,0,IA,DR,Flood,1965
440,194,0,1,1,0,IL,DR,Tornado,1965
441,200,0,1,1,0,CO,DR,Tornado,1965
442,198,0,1,1,0,MO,DR,Severe Storm(s),1965
443,195,0,1,1,0,ND,DR,Flood,1965
444,199,0,1,1,0,TX,DR,Tornado,1965
445,196,0,1,1,0,WA,DR,Earthquake,1965
446,200,0,1,1,0,CO,DR,Tornado,1965
447,201,0,1,1,0,KS,DR,Flood,1965
448,201,0,1,1,0,KS,DR,Flood,1965
449,201,0,1,1,0,KS,DR,Flood,1965
450,203,0,1,1,0,MO,DR,Flood,1965
451,203,0,1,1,0,MO,DR,Flood,1965
452,205,0,1,1,0,NJ,DR,Drought,1965
453,204,0,1,1,0,NY,DR,Drought,1965
454,205,0,1,1,0,NJ,DR,Drought,1965
455,206,0,1,1,0,PA,DR,Drought,1965
456,206,0,1,1,0,PA,DR,Drought,1965
457,208,0,1,1,0,LA,DR,Hurricane,1965
458,208,0,1,1,0,LA,DR,Hurricane,1965
459,208,0,1,1,0,LA,DR,Hurricane,1965
460,209,0,1,1,0,FL,DR,Hurricane,1965
461,210,0,1,1,0,MS,DR,Hurricane,1965
462,211,0,1,1,0,CA,DR,Flood,1965
463,214,0,1,1,0,GA,DR,Flood,1966
464,214,0,1,1,0,GA,DR,Flood,1966
465,214,0,1,1,0,GA,DR,Flood,1966
466,190,0,1,1,0,MI,DR,Tornado,1965
467,191,0,1,1,0,OH,DR,Tornado,1965
468,191,0,1,1,0,OH,DR,Tornado,1965
469,192,0,1,1,0,WI,DR,Tornado,1965
470,192,0,1,1,0,WI,DR,Tornado,1965
471,193,0,1,1,0,IA,DR,Flood,1965
472,193,0,1,1,0,IA,DR,Flood,1965
473,193,0,1,1,0,IA,DR,Flood,1965
474,193,0,1,1,0,IA,DR,Flood,1965
475,193,0,1,1,0,IA,DR,Flood,1965
476,193,0,1,1,0,IA,DR,Flood,1965
477,194,0,1,1,0,IL,DR,Tornado,1965
478,195,0,1,1,0,ND,DR,Flood,1965
479,200,0,1,1,0,CO,DR,Tornado,1965
480,203,0,1,1,0,MO,DR,Flood,1965
481,198,0,1,1,0,MO,DR,Severe Storm(s),1965
482,201,0,1,1,0,KS,DR,Flood,1965
483,196,0,1,1,0,WA,DR,Earthquake,1965
484,201,0,1,1,0,KS,DR,Flood,1965
485,204,0,1,1,0,NY,DR,Drought,1965
486,199,0,1,1,0,TX,DR,Tornado,1965
487,202,0,1,1,0,NM,DR,Flood,1965
488,200,0,1,1,0,CO,DR,Tornado,1965
489,203,0,1,1,0,MO,DR,Flood,1965
490,205,0,1,1,0,NJ,DR,Drought,1965
491,205,0,1,1,0,NJ,DR,Drought,1965
492,206,0,1,1,0,PA,DR,Drought,1965
493,207,0,1,1,0,DE,DR,Drought,1965
494,208,0,1,1,0,LA,DR,Hurricane,1965
495,208,0,1,1,0,LA,DR,Hurricane,1965
496,208,0,1,1,0,LA,DR,Hurricane,1965
497,209,0,1,1,0,FL,DR,Hurricane,1965
498,210,0,1,1,0,MS,DR,Hurricane,1965
499,211,0,1,1,0,CA,DR,Flood,1965
500,214,0,1,1,0,GA,DR,Flood,1966
501,214,0,1,1,0,GA,DR,Flood,1966
502,214,0,1,1,0,GA,DR,Flood,1966
503,190,0,1,1,0,MI,DR,Tornado,1965
504,191,0,1,1,0,OH,DR,Tornado,1965
505,192,0,1,1,0,WI,DR,Tornado,1965
506,192,0,1,1,0,WI,DR,Tornado,1965
507,193,0,1,1,0,IA,DR,Flood,1965
508,193,0,1,1,0,IA,DR,Flood,1965
509,193,0,1,1,0,IA,DR,Flood,1965
510,193,0,1,1,0,IA,DR,Flood,1965
511,193,0,1,1,0,IA,DR,Flood,1965
512,196,0,1,1,0,WA,DR,Earthquake,1965
513,193,0,1,1,0,IA,DR,Flood,1965
514,198,0,1,1,0,MO,DR,Severe Storm(s),1965
515,194,0,1,1,0,IL,DR,Tornado,1965
516,193,0,1,1,0,IA,DR,Flood,1965
517,199,0,1,1,0,TX,DR,Tornado,1965
518,195,0,1,1,0,ND,DR,Flood,1965
519,200,0,1,1,0,CO,DR,Tornado,1965
520,200,0,1,1,0,CO,DR,Tornado,1965
521,201,0,1,1,0,KS,DR,Flood,1965
522,201,0,1,1,0,KS,DR,Flood,1965
523,203,0,1,1,0,MO,DR,Flood,1965
524,202,0,1,1,0,NM,DR,Flood,1965
525,203,0,1,1,0,MO,DR,Flood,1965
526,204,0,1,1,0,NY,DR,Drought,1965
527,205,0,1,1,0,NJ,DR,Drought,1965
528,205,0,1,1,0,NJ,DR,Drought,1965
529,206,0,1,1,0,PA,DR,Drought,1965
530,207,0,1,1,0,DE,DR,Drought,1965
531,208,0,1,1,0,LA,DR,Hurricane,1965
532,208,0,1,1,0,LA,DR,Hurricane,1965
533,210,0,1,1,0,MS,DR,Hurricane,1965
534,208,0,1,1,0,LA,DR,Hurricane,1965
535,209,0,1,1,0,FL,DR,Hurricane,1965
536,211,0,1,1,0,CA,DR,Flood,1965
537,214,0,1,1,0,GA,DR,Flood,1966
538,214,0,1,1,0,GA,DR,Flood,1966
539,214,0,1,1,0,GA,DR,Flood,1966
540,190,0,1,1,0,MI,DR,Tornado,1965
541,193,0,1,1,0,IA,DR,Flood,1965
542,191,0,1,1,0,OH,DR,Tornado,1965
543,193,0,1,1,0,IA,DR,Flood,1965
544,192,0,1,1,0,WI,DR,Tornado,1965
545,193,0,1,1,0,IA,DR,Flood,1965
546,192,0,1,1,0,WI,DR,Tornado,1965
