renters_id,disasterNumber,state,county,zipCode,validRegistrations,totalInspectedWithNoDamage,totalWithModerateDamage,totalWithMajorDamage,totalWithSubstantialDamage,approvedForFemaAssistance,repairReplaceAmount,rentalAmount,otherNeedsAmount,approvedBetween1And10000,approvedBetween10001And25000,approvedBetween25001AndMax,totalMaxGrants
12170,1971,AL,Marshall (County),35755,3,1,0,0,0,0,0,0,0,0,0,0,0
12171,1971,AL,Shelby (County),35244,1,1,0,0,0,0,0,0,0,0,0,0,0
12172,1971,AL,St. Clair (County),35131,31,23,0,0,0,6,0,6386,14182,6,0,0,0
12173,1971,AL,Talladega (County),36268,4,3,0,0,0,1,0,1470,1001,1,0,0,0
12174,1971,AL,Tuscaloosa (County),36562,1,1,0,0,0,0,0,0,0,0,0,0,0
12175,1971,AL,Sumter (County),35460,12,9,0,0,0,0,0,0,0,0,0,0,0
12176,1971,AL,Tuscaloosa (County),35404,7,6,0,0,0,2,0,14514,17990,1,1,0,0
12177,1971,AL,Tuscaloosa (County),36722,1,0,0,0,0,0,0,0,0,0,0,0,0
12178,1971,AL,Tuscaloosa (County),35481,1,0,0,0,0,0,0,0,0,0,0,0,0
12179,1971,AL,Tuscaloosa (County),36732,1,0,0,0,0,0,0,0,0,0,0,0,0
12180,1971,AL,Walker (County),35033,1,0,0,0,0,0,0,0,0,0,0,0,0
12181,1971,AL,Tallapoosa (County),36256,1,0,0,0,0,0,0,0,0,0,0,0,0
12182,1971,AL,Tuscaloosa (County),35211,1,0,0,0,0,0,0,0,0,0,0,0,0
12183,1971,AL,Walker (County),35580,29,18,0,0,0,6,0,5962,5095,6,0,0,0
12184,1971,AL,Washington (County),36548,3,3,0,0,0,1,0,938,0,1,0,0,0
12185,1971,AL,Winston (County),35565,39,18,0,0,0,8,0,2700,20492,8,0,0,0
12186,1972,MS,Attala (County),39192,1,1,0,0,0,1,0,7115,3270,0,1,0,0
12187,1972,MS,Choctaw (County),39767,4,4,0,0,0,1,0,974,0,1,0,0,0
12188,1972,MS,Clay (County),39751,15,10,0,0,0,6,0,8796,2427,6,0,0,0
12189,1972,MS,Coahoma (County),38630,1,1,0,0,0,1,0,3340,413,1,0,0,0
12190,1972,MS,DeSoto (County),38654,5,5,0,0,0,2,0,3384,5901,2,0,0,0
12191,1972,MS,Hinds (County),39203,3,2,0,0,0,0,0,0,0,0,0,0,0
12192,1972,MS,Hinds (County),39174,1,0,0,0,0,0,0,0,0,0,0,0,0
12193,1972,MS,Lafayette (County),38965,8,7,0,0,0,4,0,4222,5935,4,0,0,0
12194,1972,MS,Jasper (County),39347,2,1,0,0,0,1,0,0,275,1,0,0,0
12195,1972,MS,Newton (County),39345,5,4,0,0,0,2,0,14870,977,1,1,0,0
12196,1972,MS,Monroe (County),38858,1,0,0,0,0,0,0,0,0,0,0,0,0
12197,1972,MS,Smith (County),39153,4,2,0,0,0,1,0,0,855,1,0,0,0
12198,1972,MS,Panola (County),38670,1,1,0,0,0,1,0,6684,393,1,0,0,0
12199,1972,MS,Tunica (County),36878,1,1,0,0,0,0,0,0,0,0,0,0,0
12200,1973,GA,Bartow (County),30103,1,0,0,0,0,0,0,0,0,0,0,0,0
12201,1973,GA,Catoosa (County),30741,20,14,0,0,0,4,0,2988,2242,4,0,0,0
12202,1973,GA,Floyd (County),30173,11,5,0,0,0,1,0,1294,8105,1,0,0,0
12203,1973,GA,Dade (County),30738,7,6,0,0,0,2,0,6648,1756,2,0,0,0
12204,1973,GA,Meriwether (County),31816,8,5,0,0,0,4,0,3650,13439,3,1,0,0
12205,1973,GA,Pickens (County),30139,12,12,0,0,0,7,0,17926,6554,7,0,0,0
12206,1973,GA,Rabun (County),30525,1,1,0,0,0,1,0,1284,45,1,0,0,0
12207,1973,GA,Spalding (County),30292,1,1,0,0,0,0,0,0,0,0,0,0,0
12208,1973,GA,Walker (County),30738,3,2,0,0,0,0,0,0,0,0,0,0,0
12209,1974,TN,Carroll (County),38321,1,1,0,0,0,0,0,0,0,0,0,0,0
12210,1974,TN,Greene (County),37743,43,41,0,0,0,21,0,34173,66337,19,2,0,0
12211,1974,TN,Hamilton (County),37408,5,2,0,0,0,1,0,0,424,1,0,0,0
12212,1974,TN,Hamilton (County),37412,25,13,0,0,0,1,0,0,424,1,0,0,0
12213,1974,TN,Knox (County),37754,1,1,0,0,0,0,0,0,0,0,0,0,0
12214,1974,TN,Rhea (County),37338,2,1,0,0,0,2,0,1080,32867,1,0,1,0
12215,1974,TN,Hardin (County),38372,2,1,0,0,0,1,0,2205,871,1,0,0,0
12216,1974,TN,Monroe (County),37874,4,3,0,0,0,0,0,0,0,0,0,0,0
12217,1974,TN,Knox (County),37996,1,0,0,0,0,0,0,0,0,0,0,0,0
12218,1975,AR,Benton (County),72758,3,2,0,0,0,0,0,0,0,0,0,0,0
12219,1974,TN,Madison (County),38305,16,13,0,0,0,9,0,59491,7600,6,3,0,0
12220,1974,TN,Knox (County),37919,73,23,0,0,0,6,0,1176,10555,6,0,0,0
12221,1975,AR,Crawford (County),72921,2,2,0,0,0,1,0,906,1641,1,0,0,0
12222,1975,AR,Jackson (County),72075,3,0,0,0,0,0,0,0,0,0,0,0,0
12223,1975,AR,Crittenden (County),72384,4,4,0,0,0,2,0,18686,430,1,1,0,0
12224,1975,AR,Greene (County),72416,1,1,0,0,0,0,0,0,0,0,0,0,0
12225,1975,AR,Faulkner (County),72034,6,4,0,0,0,2,0,2572,416,2,0,0,0
12226,1975,AR,Jefferson (County),71602,2,1,0,0,0,0,0,0,0,0,0,0,0
12227,1975,AR,Lee (County),72311,1,1,0,0,0,1,0,860,661,1,0,0,0
12228,1975,AR,Arkansas (County),72042,1,0,0,0,0,0,0,0,0,0,0,0,0
12229,1975,AR,Garland (County),71901,12,9,0,0,0,4,0,2076,2281,4,0,0,0
12230,1975,AR,Lonoke (County),72023,7,4,0,0,0,2,0,0,832,2,0,0,0
12231,1975,AR,Mississippi (County),72338,1,1,0,0,0,1,0,842,5152,1,0,0,0
12232,1975,AR,Monroe (County),72383,1,0,0,0,0,0,0,0,0,0,0,0,0
12233,1975,AR,Phillips (County),72355,22,20,0,0,0,6,0,13710,3907,5,1,0,0
12234,1975,AR,Poinsett (County),72472,16,12,0,0,0,9,0,9468,23847,9,0,0,0
12235,1975,AR,Pulaski (County),72201,1,0,0,0,0,1,0,0,5000,1,0,0,0
12236,1975,AR,Pulaski (County),72227,5,4,0,0,0,1,0,0,1000,1,0,0,0
12237,1975,AR,Pulaski (County),72118,16,10,0,0,0,8,0,12148,13828,7,1,0,0
12238,1975,AR,Saline (County),71909,1,1,0,0,0,0,0,0,0,0,0,0,0
12239,1975,AR,Washington (County),72730,12,10,0,0,0,4,0,4716,2990,4,0,0,0
12240,1975,AR,White (County),72143,11,11,0,0,0,10,0,20310,28129,9,1,0,0
12241,1975,AR,Washington (County),72959,4,4,0,0,0,2,0,2032,0,2,0,0,0
12242,1976,KY,Boyd (County),41105,1,0,0,0,0,0,0,0,0,0,0,0,0
12243,1976,KY,Floyd (County),41621,1,0,0,0,0,0,0,0,0,0,0,0,0
12244,1971,AL,Morgan (County),35622,30,10,0,0,0,2,0,0,950,2,0,0,0
12245,1971,AL,Morgan (County),35175,1,1,0,0,0,0,0,0,0,0,0,0,0
12246,1971,AL,Pickens (County),35481,17,14,0,0,0,3,0,1962,53,3,0,0,0
12247,1971,AL,Shelby (County),35094,1,0,0,0,0,0,0,0,0,0,0,0,0
12248,1971,AL,St. Clair (County),35094,18,10,0,0,0,6,0,2982,2298,6,0,0,0
12249,1971,AL,St. Clair (County),35146,4,3,0,0,0,2,0,1572,135,2,0,0,0
12250,1971,AL,Sumter (County),35470,11,6,0,0,0,0,0,0,0,0,0,0,0
12251,1971,AL,Talladega (County),35149,2,1,0,0,0,0,0,0,0,0,0,0,0
12252,1971,AL,Tallapoosa (County),36861,5,5,0,0,0,3,0,3228,250,3,0,0,0
12253,1971,AL,Tuscaloosa (County),35209,1,0,0,0,0,0,0,0,0,0,0,0,0
12254,1971,AL,Tuscaloosa (County),35404,1,0,0,0,0,0,0,0,0,0,0,0,0
12255,1971,AL,Tuscaloosa (County),35574,1,0,0,0,0,0,0,0,0,0,0,0,0
12256,1971,AL,Tuscaloosa (County),35127,1,0,0,0,0,0,0,0,0,0,0,0,0
12257,1971,AL,Tuscaloosa (County),35402,1,0,0,0,0,0,0,0,0,0,0,0,0
12258,1971,AL,Tuscaloosa (County),35487,2,1,0,0,0,1,0,557,0,1,0,0,0
12259,1971,AL,Walker (County),35550,203,144,0,0,0,60,0,79337,177031,53,7,0,0
12260,1972,MS,Clarke (County),39330,2,2,0,0,0,2,0,2444,6801,2,0,0,0
12261,1971,AL,Winston (County),35503,1,1,0,0,0,0,0,0,0,0,0,0,0
12262,1971,AL,Washington (County),36558,1,1,0,0,0,1,0,1360,0,1,0,0,0
12263,1972,MS,Chickasaw (County),38860,64,29,0,0,0,15,0,11847,12692,15,0,0,0
12264,1971,AL,Walker (County),35063,1,1,0,0,0,0,0,0,0,0,0,0,0
12265,1972,MS,Clay (County),39754,1,1,0,0,0,1,0,0,655,1,0,0,0
12266,1972,MS,Coahoma (County),38639,1,1,0,0,0,0,0,0,0,0,0,0,0
12267,1972,MS,Hinds (County),39206,44,33,0,0,0,12,0,24855,12301,11,1,0,0
12268,1972,MS,DeSoto (County),38680,9,7,0,0,0,0,0,0,0,0,0,0,0
12269,1972,MS,Holmes (County),39063,14,11,0,0,0,5,0,6121,1430,5,0,0,0
12270,1972,MS,Kemper (County),39325,1,1,0,0,0,1,0,2660,0,1,0,0,0
12271,1972,MS,Leflore (County),38952,1,1,0,0,0,0,0,0,0,0,0,0,0
12272,1972,MS,Monroe (County),38821,1,0,0,0,0,0,0,0,0,0,0,0,0
12273,1972,MS,Newton (County),39365,6,5,0,0,0,2,0,2664,415,2,0,0,0
12274,1972,MS,Quitman (County),38623,6,5,0,0,0,0,0,0,0,0,0,0,0
12275,1972,MS,Sunflower (County),38778,1,0,0,0,0,0,0,0,0,0,0,0,0
12276,1972,MS,Webster (County),39737,1,0,0,0,0,0,0,0,0,0,0,0,0
12277,1973,GA,Bartow (County),30121,30,24,0,0,0,20,0,63986,21550,17,3,0,0
12278,1973,GA,Cherokee (County),30114,1,0,0,0,0,0,0,0,0,0,0,0,0
12279,1973,GA,Dade (County),30757,13,7,0,0,0,1,0,0,6500,1,0,0,0
12280,1973,GA,Meriwether (County),30276,2,2,0,0,0,1,0,942,1351,1,0,0,0
12281,1973,GA,Greene (County),30642,1,1,0,0,0,0,0,0,0,0,0,0,0
12282,1973,GA,Pickens (County),30734,5,5,0,0,0,4,0,7074,11675,3,1,0,0
12283,1973,GA,Rabun (County),30562,2,0,0,0,0,0,0,0,0,0,0,0,0
12284,1973,GA,Troup (County),30241,20,17,0,0,0,5,0,19210,7783,4,1,0,0
12285,1973,GA,Walker (County),30741,107,62,0,0,0,20,0,20658,5448,20,0,0,0
12286,1974,TN,Cocke (County),37722,2,2,0,0,0,0,0,0,0,0,0,0,0
12287,1974,TN,Greene (County),37809,5,2,0,0,0,1,0,1504,0,1,0,0,0
12288,1974,TN,Hamilton (County),37410,30,22,0,0,0,11,0,12940,2795,11,0,0,0
12289,1974,TN,Hamilton (County),37341,9,3,0,0,0,0,0,0,0,0,0,0,0
12290,1974,TN,Knox (County),37902,2,0,0,0,0,0,0,0,0,0,0,0,0
12291,1974,TN,Henry (County),38222,3,1,0,0,0,0,0,0,0,0,0,0,0
12292,1974,TN,Knox (County),37806,1,1,0,0,0,0,0,0,0,0,0,0,0
12293,1974,TN,Knox (County),37921,47,23,0,0,0,7,0,21562,10034,6,1,0,0
12294,1974,TN,McMinn (County),37303,17,13,0,0,0,4,0,3934,15082,3,1,0,0
12295,1974,TN,Monroe (County),37885,9,6,0,0,0,1,0,856,208,1,0,0,0
12296,1975,AR,Arkansas (County),72140,2,0,0,0,0,0,0,0,0,0,0,0,0
12297,1974,TN,Washington (County),37641,18,15,0,0,0,10,0,16264,38285,9,1,0,0
12298,1975,AR,Boone (County),72601,11,9,0,0,0,6,0,8756,7419,6,0,0,0
12299,1975,AR,Crawford (County),72952,2,2,0,0,0,0,0,0,0,0,0,0,0
12300,1975,AR,Faulkner (County),72061,1,1,0,0,0,0,0,0,0,0,0,0,0
12301,1975,AR,Cross (County),72324,1,0,0,0,0,1,0,0,8000,1,0,0,0
12302,1975,AR,Garland (County),71913,2,1,0,0,0,0,0,0,0,0,0,0,0
12303,1975,AR,Greene (County),72450,8,8,0,0,0,7,0,7198,4514,7,0,0,0
12304,1975,AR,Jackson (County),72471,1,1,0,0,0,0,0,0,0,0,0,0,0
12305,1975,AR,Lee (County),72355,1,0,0,0,0,0,0,0,0,0,0,0,0
12306,1975,AR,Lawrence (County),72415,4,3,0,0,0,1,0,1072,0,1,0,0,0
12307,1975,AR,Lonoke (County),72072,2,2,0,0,0,1,0,1434,0,1,0,0,0
12308,1975,AR,Pulaski (County),72204,8,6,0,0,0,1,0,1434,500,1,0,0,0
12309,1975,AR,White (County),72012,20,16,0,0,0,6,0,7650,6717,6,0,0,0
12310,1975,AR,Montgomery (County),71943,1,1,0,0,0,1,0,966,549,1,0,0,0
12311,1975,AR,Pulaski (County),72142,1,0,0,0,0,1,0,0,1918,1,0,0,0
12312,1976,KY,Boyd (County),41144,1,0,0,0,0,1,0,0,2747,1,0,0,0
12313,1975,AR,Mississippi (County),72358,12,11,0,0,0,7,0,14673,20704,6,1,0,0
12314,1975,AR,Pulaski (County),72103,1,1,0,0,0,0,0,0,0,0,0,0,0
12315,1975,AR,Woodruff (County),72036,41,7,0,0,0,2,0,894,1300,2,0,0,0
12316,1975,AR,Prairie (County),72040,47,41,0,0,0,33,0,35477,110498,32,1,0,0
12317,1975,AR,Washington (County),72703,5,5,0,0,0,3,0,1016,4034,3,0,0,0
12318,1971,AL,Morgan (County),35805,2,0,0,0,0,0,0,0,0,0,0,0,0
12319,1975,AR,Phillips (County),72367,2,1,0,0,0,1,0,0,1000,1,0,0,0
12320,1971,AL,Perry (County),36756,54,51,0,0,0,16,0,25486,6576,15,1,0,0
12321,1975,AR,St. Francis (County),72326,1,0,0,0,0,0,0,0,0,0,0,0,0
12322,1976,KY,Floyd (County),41635,1,0,0,0,0,0,0,0,0,0,0,0,0
12323,1971,AL,Shelby (County),35020,1,1,0,0,0,0,0,0,0,0,0,0,0
12324,1971,AL,Shelby (County),35124,6,4,0,0,0,1,0,1994,3196,1,0,0,0
12325,1971,AL,St. Clair (County),35112,2,1,0,0,0,0,0,0,0,0,0,0,0
12326,1971,AL,St. Clair (County),35173,3,2,0,0,0,0,0,0,0,0,0,0,0
12327,1971,AL,Sumter (County),35405,1,1,0,0,0,0,0,0,0,0,0,0,0
12328,1971,AL,Tuscaloosa (County),35404,1,0,0,0,0,0,0,0,0,0,0,0,0
12329,1971,AL,Tallapoosa (County),35401,2,1,0,0,0,1,0,878,0,1,0,0,0
12330,1971,AL,Talladega (County),35151,2,1,0,0,0,0,0,0,0,0,0,0,0
12331,1971,AL,Tuscaloosa (County),36701,1,0,0,0,0,0,0,0,0,0,0,0,0
12332,1971,AL,Tuscaloosa (County),35470,1,0,0,0,0,0,0,0,0,0,0,0,0
12333,1971,AL,Tuscaloosa (County),35404,2,2381,0,0,0,1482,0,3143041,3565544,1,184,13,6
12334,1971,AL,Tuscaloosa (County),35446,14,6,0,0,0,0,0,0,0,0,0,0,0
12335,1971,AL,Tuscaloosa (County),35401,1,0,0,0,0,1,0,0,6081,1,0,0,0
12336,1971,AL,Walker (County),35063,41,33,0,0,0,10,0,10823,39451,9,1,0,0
12337,1971,AL,Walker (County),35147,1,1,0,0,0,0,0,0,0,0,0,0,0
12338,1971,AL,Washington (County),36584,1,1,0,0,0,1,0,1072,0,1,0,0,0
12339,1971,AL,Winston (County),35578,1,0,0,0,0,0,0,0,0,0,0,0,0
12340,1972,MS,Chickasaw (County),39776,17,14,0,0,0,7,0,4462,14050,7,0,0,0
12341,1972,MS,Clarke (County),39347,4,4,0,0,0,1,0,1600,185,1,0,0,0
12342,1972,MS,Clay (County),39756,1,1,0,0,0,0,0,0,0,0,0,0,0
12343,1972,MS,Coahoma (County),38644,2,1,0,0,0,0,0,0,0,0,0,0,0
12344,1972,MS,Greene (County),39456,1,0,0,0,0,0,0,0,0,0,0,0,0
12345,1972,MS,Hinds (County),39211,1,1,0,0,0,0,0,0,0,0,0,0,0
12346,1972,MS,Holmes (County),39095,4,4,0,0,0,3,0,8327,208,3,0,0,0
12347,1972,MS,Kemper (County),39352,2,2,0,0,0,0,0,0,0,0,0,0,0
12348,1972,MS,Marshall (County),38611,1,1,0,0,0,1,0,0,500,1,0,0,0
12349,1972,MS,Montgomery (County),39747,5,3,0,0,0,2,0,0,1368,2,0,0,0
12350,1972,MS,Quitman (County),38670,1,0,0,0,0,0,0,0,0,0,0,0,0
12351,1972,MS,Panola (County),38619,62,37,0,0,0,8,0,13078,2794,8,0,0,0
12352,1972,MS,Tishomingo (County),38833,1,1,0,0,0,1,0,1152,2343,1,0,0,0
12353,1972,MS,Webster (County),39750,20,18,0,0,0,13,0,32920,49068,11,2,0,0
12354,1973,GA,Bartow (County),30171,12,10,0,0,0,3,0,5490,14116,3,0,0,0
12355,1973,GA,Cherokee (County),30183,1,1,0,0,0,0,0,0,0,0,0,0,0
12356,1973,GA,Floyd (County),30124,24,13,0,0,0,4,0,3298,2354,4,0,0,0
12357,1973,GA,Heard (County),30230,1,1,0,0,0,1,0,1584,1006,1,0,0,0
12358,1973,GA,Meriwether (County),30293,3,2,0,0,0,1,0,0,368,1,0,0,0
12359,1973,GA,Polk (County),30124,1,0,0,0,0,0,0,0,0,0,0,0,0
12360,1973,GA,Upson (County),30286,2,2,0,0,0,1,0,1034,175,1,0,0,0
12361,1973,GA,Spalding (County),30205,10,7,0,0,0,5,0,8890,4868,5,0,0,0
12362,1974,TN,Bledsoe (County),37367,5,4,0,0,0,2,0,1418,559,2,0,0,0
12363,1974,TN,Cocke (County),37821,85,67,0,0,0,30,0,33963,26029,29,1,0,0
12364,1974,TN,Hamilton (County),37302,33,24,0,0,0,20,0,28764,126196,14,4,2,2
12365,1974,TN,Henry (County),38251,2,2,0,0,0,0,0,0,0,0,0,0,0
12366,1974,TN,Montgomery (County),37042,8,7,0,0,0,3,0,1326,645,3,0,0,0
12367,1975,AR,Cross (County),72396,6,4,0,0,0,3,0,2924,7629,3,0,0,0
12368,1974,TN,Hamilton (County),37379,1,0,0,0,0,0,0,0,0,0,0,0,0
12369,1974,TN,McMinn (County),37329,1,1,0,0,0,0,0,0,0,0,0,0,0
12370,1975,AR,Crittenden (County),72327,16,14,0,0,0,9,0,15995,4035,9,0,0,0
12371,1974,TN,Knox (County),37912,10,4,0,0,0,0,0,0,0,0,0,0,0
12372,1974,TN,Washington (County),37604,3,3,0,0,0,2,3055,0,2081,2,0,0,0
12373,1975,AR,Faulkner (County),72106,11,9,0,0,0,7,0,7864,7903,7,0,0,0
12374,1974,TN,Knox (County),37923,25,9,0,0,0,1,0,1176,0,1,0,0,0
12375,1975,AR,Benton (County),72714,1,0,0,0,0,0,0,0,0,0,0,0,0
12376,1975,AR,Garland (County),71910,1,1,0,0,0,1,0,1038,1736,1,0,0,0
12377,1975,AR,Jefferson (County),72073,1,1,0,0,0,0,0,0,0,0,0,0,0
12378,1974,TN,Hamilton (County),37412,38,18,0,0,0,8,0,20851,6981,7,1,0,0
12379,1975,AR,Lawrence (County),72434,1,1,0,0,0,1,0,0,213,1,0,0,0
12380,1975,AR,Phillips (County),72374,6,6,0,0,0,3,0,3864,0,3,0,0,0
12381,1975,AR,Lonoke (County),72142,5,4,0,0,0,4,0,8527,1921,4,0,0,0
12382,1975,AR,Lee (County),72368,4,4,0,0,0,3,0,14438,3740,2,1,0,0
12383,1975,AR,Prairie (County),72041,8,7,0,0,0,5,0,13451,9839,5,0,0,0
12384,1975,AR,Phillips (County),72328,1,1,0,0,0,0,0,0,0,0,0,0,0
12385,1975,AR,Pulaski (County),72206,7,5,0,0,0,3,0,3206,900,3,0,0,0
12386,1974,TN,Knox (County),37865,1,0,0,0,0,0,0,0,0,0,0,0,0
12387,1975,AR,Chicot (County),71640,1,1,0,0,0,1,0,1215,4915,1,0,0,0
12388,1975,AR,Independence (County),72501,3,3,0,0,0,2,0,2274,0,2,0,0,0
12389,1975,AR,Mississippi (County),72370,32,24,0,0,0,13,0,21795,6543,13,0,0,0
12390,1975,AR,Pulaski (County),72106,2,2,0,0,0,1,0,1286,0,1,0,0,0
12391,1975,AR,Randolph (County),72413,6,6,0,0,0,6,0,5296,15169,6,0,0,0
12392,1975,AR,St. Francis (County),72359,7,7,0,0,0,3,0,11140,1173,3,0,0,0
12393,1975,AR,Washington (County),72738,2,2,0,0,0,1,0,1902,749,1,0,0,0
12394,1975,AR,White (County),72143,3,3,0,0,0,2,0,2058,0,2,0,0,0
12395,1976,KY,Carlisle (County),42023,1,1,0,0,0,0,0,0,0,0,0,0,0
12396,1975,AR,Woodruff (County),72123,2,2,0,0,0,0,0,0,0,0,0,0,0
12397,1976,KY,Fulton (County),42050,4,2,0,0,0,1,0,1130,0,1,0,0,0
12398,1971,AL,Morgan (County),35087,14,10,0,0,0,6,0,5088,22127,5,1,0,0
12399,1971,AL,Pickens (County),35442,29,19,0,0,0,7,0,2322,3848,7,0,0,0
12400,1971,AL,Shelby (County),35244,3,1,0,0,0,0,0,0,0,0,0,0,0
12401,1971,AL,St. Clair (County),35120,39,28,0,0,0,12,0,11524,14390,12,0,0,0
12402,1971,AL,Shelby (County),35242,2,1,0,0,0,0,0,0,0,0,0,0,0
12403,1971,AL,Talladega (County),35014,7,6,0,0,0,1,0,1470,231,1,0,0,0
12404,1971,AL,Sumter (County),35442,5,4,0,0,0,0,0,0,0,0,0,0,0
12405,1971,AL,Tallapoosa (County),36879,1,1,0,0,0,1,0,0,172,1,0,0,0
12406,1971,AL,Tallapoosa (County),35010,16,12,0,0,0,4,0,1076,2270,4,0,0,0
12407,1971,AL,Tuscaloosa (County),35449,2,1,0,0,0,0,0,0,0,0,0,0,0
12408,1971,AL,Tuscaloosa (County),35555,4,3,0,0,0,2,0,2558,5003,2,0,0,0
12409,1971,AL,Tuscaloosa (County),35474,4,3,0,0,0,0,0,0,0,0,0,0,0
12410,1971,AL,Tuscaloosa (County),36110,1,1,0,0,0,0,0,0,0,0,0,0,0
12411,1971,AL,Tuscaloosa (County),35409,1,1,0,0,0,0,0,0,0,0,0,0,0
12412,1971,AL,Tuscaloosa (County),35406,41,16,0,0,0,2,0,1914,8495,2,0,0,0
12413,1971,AL,Walker (County),35503,24,14,0,0,0,0,0,0,0,0,0,0,0
12414,1971,AL,Walker (County),35587,7,4,0,0,0,0,0,0,0,0,0,0,0
12415,1972,MS,Alcorn (County),38865,3,3,0,0,0,1,0,1152,1615,1,0,0,0
12416,1971,AL,Winston (County),35540,9,4,0,0,0,1,0,0,1306,1,0,0,0
12417,1972,MS,Choctaw (County),39350,1,1,0,0,0,1,0,0,6405,1,0,0,0
12418,1972,MS,Clarke (County),39360,3,3,0,0,0,1,0,1600,5941,1,0,0,0
12419,1972,MS,Clay (County),39776,2,1,0,0,0,0,0,0,0,0,0,0,0
12420,1972,MS,Coahoma (County),38617,1,0,0,0,0,0,0,0,0,0,0,0,0
12421,1972,MS,Hinds (County),39213,44,32,0,0,0,11,0,36139,8725,9,2,0,0
12422,1972,MS,Grenada (County),38901,5,3,0,0,0,2,0,2136,1786,2,0,0,0
12423,1972,MS,Holmes (County),39169,1,0,0,0,0,0,0,0,0,0,0,0,0
12424,1972,MS,Kemper (County),39358,8,7,0,0,0,3,0,2286,862,3,0,0,0
12425,1972,MS,Monroe (County),39730,18,12,0,0,0,6,0,3054,37572,5,0,1,0
12426,1972,MS,Neshoba (County),39365,1,0,0,0,0,0,0,0,0,0,0,0,0
12427,1972,MS,Panola (County),38621,18,16,0,0,0,9,0,9782,777,9,0,0,0
12428,1972,MS,Tunica (County),38626,9,8,0,0,0,6,0,19902,9632,5,1,0,0
12429,1973,GA,Lamar (County),30285,2,1,0,0,0,1,0,2505,3200,1,0,0,0
12430,1974,TN,Bradley (County),37311,103,78,0,0,0,31,0,37321,75426,29,2,0,0
12431,1972,MS,Quitman (County),38646,17,14,0,0,0,2,0,4549,0,2,0,0,0
12432,1973,GA,Floyd (County),30147,10,7,0,0,0,3,0,3616,6406,3,0,0,0
12433,1973,GA,Walker (County),30725,22,11,0,0,0,4,0,40661,11190,2,1,1,0
12434,1974,TN,Hamilton (County),37363,29,16,0,0,0,5,0,3876,4335,5,0,0,0
12435,1973,GA,Catoosa (County),30725,1,1,0,0,0,1,0,2078,834,1,0,0,0
12436,1973,GA,Polk (County),30135,1,0,0,0,0,0,0,0,0,0,0,0,0
12437,1974,TN,Hamilton (County),37404,35,22,0,0,0,8,0,37847,3267,6,2,0,0
12438,1973,GA,Coweta (County),30265,1,1,0,0,0,0,0,0,0,0,0,0,0
12439,1973,GA,Spalding (County),30224,6,5,0,0,0,2,0,1762,4546,2,0,0,0
12440,1974,TN,Hamilton (County),37416,51,31,0,0,0,6,0,7536,9669,6,0,0,0
12441,1972,MS,Winston (County),39339,31,21,0,0,0,7,0,6038,2200,7,0,0,0
12442,1973,GA,Morgan (County),30650,48,38,0,0,0,14,0,34908,16619,13,1,0,0
12443,1974,TN,Knox (County),37931,5,2,0,0,0,0,0,0,0,0,0,0,0
12444,1974,TN,McMinn (County),37370,3,2,0,0,0,1,0,1374,9644,0,1,0,0
12445,1974,TN,Madison (County),38006,1,0,0,0,0,0,0,0,0,0,0,0,0
12446,1974,TN,Johnson (County),37640,4,4,0,0,0,2,0,8688,7500,2,0,0,0
12447,1974,TN,Montgomery (County),37052,1,1,0,0,0,1,0,1142,0,1,0,0,0
12448,1974,TN,Crockett (County),38337,1,1,0,0,0,0,0,0,0,0,0,0,0
12449,1974,TN,Knox (County),37915,26,11,0,0,0,2,0,3545,6600,2,0,0,0
12450,1974,TN,Washington (County),37659,2,2,0,0,0,1,0,0,178,1,0,0,0
12451,1975,AR,Benton (County),72732,1,0,0,0,0,0,0,0,0,0,0,0,0
12452,1975,AR,Clay (County),72422,10,9,0,0,0,6,0,6658,24035,5,1,0,0
12453,1975,AR,Crittenden (County),72332,4,4,0,0,0,2,0,1516,1029,2,0,0,0
12454,1975,AR,Dallas (County),72084,1,1,0,0,0,1,0,962,3565,1,0,0,0
12455,1975,AR,Garland (County),71933,4,3,0,0,0,1,0,5019,481,1,0,0,0
12456,1975,AR,Garland (County),72087,1,1,0,0,0,1,0,1038,0,1,0,0,0
12457,1975,AR,Independence (County),72112,2,2,0,0,0,2,0,2892,0,2,0,0,0
12458,1975,AR,Jefferson (County),71602,2,2,0,0,0,0,0,0,0,0,0,0,0
12459,1975,AR,Lawrence (County),72457,1,0,0,0,0,0,0,0,0,0,0,0,0
12460,1975,AR,Lincoln (County),71643,31,26,0,0,0,5,0,1232,7170,5,0,0,0
12461,1975,AR,Madison (County),72740,5,1,0,0,0,2,0,1902,9193,2,0,0,0
12462,1975,AR,Monroe (County),72021,13,11,0,0,0,3,0,2591,5450,3,0,0,0
12463,1975,AR,Phillips (County),72342,173,153,0,0,0,53,2511,81486,42185,51,2,0,0
12464,1975,AR,Phillips (County),72389,2,2,0,0,0,2,0,1072,214,2,0,0,0
12465,1975,AR,Pulaski (County),72023,5,4,0,0,0,2,0,3354,2469,2,0,0,0
12466,1975,AR,Pulaski (County),72209,15,12,0,0,0,6,0,2720,5826,6,0,0,0
12467,1975,AR,Pulaski (County),72113,4,3,0,0,0,1,0,1434,1337,1,0,0,0
12468,1975,AR,Randolph (County),72462,1,1,0,0,0,0,0,0,0,0,0,0,0
