renters_id,disasterNumber,state,county,zipCode,validRegistrations,totalInspectedWithNoDamage,totalWithModerateDamage,totalWithMajorDamage,totalWithSubstantialDamage,approvedForFemaAssistance,repairReplaceAmount,rentalAmount,otherNeedsAmount,approvedBetween1And10000,approvedBetween10001And25000,approvedBetween25001AndMax,totalMaxGrants
1,1983,MS,Adams (County),39120,16,7,0,0,0,1,0,1650,0,1,0,0,0
2,1983,MS,Coahoma (County),38644,2,0,0,0,0,0,0,0,0,0,0,0,0
3,1983,MS,Humphreys (County),39166,12,8,0,0,0,6,0,20117,8528,5,1,0,0
4,1983,MS,Tunica (County),38664,1,1,0,0,0,0,0,0,0,0,0,0,0
5,1983,MS,Sharkey (County),38721,6,2,0,0,0,0,0,0,0,0,0,0,0
6,1983,MS,Bolivar (County),38773,2,0,0,0,0,0,0,0,0,0,0,0,0
7,1983,MS,Warren (County),39810,1,0,0,0,0,0,0,0,0,0,0,0,0
8,1984,SD,Union (County),57049,10,6,0,0,0,6,0,9465,0,6,0,0,0
9,1983,MS,Yazoo (County),39088,4,2,0,0,0,1,0,506,0,1,0,0,0
10,1989,OK,Logan (County),73016,5,4,0,0,0,3,0,3294,25758,2,1,0,0
11,1989,OK,Delaware (County),74331,1,1,0,0,0,1,0,0,135,1,0,0,0
12,1991,IL,Franklin (County),62841,1,1,0,0,0,0,0,0,0,0,0,0,0
13,1991,IL,Alexander (County),62957,20,16,0,0,0,14,0,16685,16674,13,1,0,0
14,1991,IL,Gallatin (County),62984,7,7,0,0,0,4,0,3970,3163,4,0,0,0
15,1991,IL,Pulaski (County),62964,37,34,0,0,0,20,369,36602,6571,19,1,0,0
16,1991,IL,Massac (County),62910,12,5,0,0,0,3,0,2086,7609,3,0,0,0
17,1991,IL,White (County),62821,13,12,0,0,0,8,0,7078,11865,8,0,0,0
18,1991,IL,Williamson (County),62959,4,4,0,0,0,3,0,4468,817,3,0,0,0
19,1994,MA,Hampden (County),1151,10,4,0,0,0,2,0,0,1359,2,0,0,0
20,1994,MA,Hampden (County),1118,69,40,0,0,0,15,0,21207,13610,15,0,0,0
21,1994,MA,Worcester (County) (in (P,2121,1,1,0,0,0,0,0,0,0,0,0,0,0
22,1995,VT,Chittenden (County),5446,7,6,0,0,0,5,0,12526,2267,5,0,0,0
23,1995,VT,Franklin (County),5478,1,0,0,0,0,0,0,0,0,0,0,0,0
24,1995,VT,Lamoille (County),5672,1,1,0,0,0,0,0,0,0,0,0,0,0
25,1996,MT,Big Horn (County),59075,2,2,0,0,0,1,0,1574,3916,1,0,0,0
26,1996,MT,Carbon (County),59068,2,1,0,0,0,0,0,0,0,0,0,0,0
27,1996,MT,Fergus (County),59457,11,8,0,0,0,5,0,4986,4325,5,0,0,0
28,1996,MT,Golden Valley (County),59074,2,1,0,0,0,0,0,0,0,0,0,0,0
29,1996,MT,Madison (County),59729,1,0,0,0,0,0,0,0,0,0,0,0,0
30,1996,MT,Phillips (County),59524,2,2,0,0,0,0,0,0,0,0,0,0,0
31,1996,MT,Yellowstone (County),59101,2,2,0,0,0,1,0,1072,3731,1,0,0,0
32,1998,IA,Harrison (County),51555,11,4,1,0,1,1,0,2006,0,1,0,0,0
33,3140,CA,Shasta (County),96007,2,2,0,0,0,1,0,840,0,1,0,0,0
34,1998,IA,Pottawattamie (County),51526,9,3,0,3,3,9,0,13689,3175,9,0,0,0
35,4000,AR,Franklin (County),72821,23,22,0,0,0,21,0,34086,84284,16,5,0,0
36,4001,VT,Caledonia (County),5867,1,0,0,0,0,0,0,0,0,0,0,0,0
37,4012,MO,Andrew (County),64421,7,7,0,0,0,7,0,12608,9617,7,0,0,0
38,4008,KY,Bell (County),40977,1,0,0,0,0,1,0,0,3156,1,0,0,0
39,4012,MO,Buchanan (County),64504,3,2,0,0,0,0,0,0,0,0,0,0,0
40,4012,MO,Platte (County),64152,1,0,0,0,0,0,0,0,0,0,0,0,0
41,4013,NE,Dakota (County),68776,20,10,0,0,0,0,0,0,0,0,0,0,0
42,4013,NE,Douglas (County),68112,2,2,0,0,0,1,0,0,185,1,0,0,0
43,4013,NE,Nemaha (County),68421,3,2,0,0,0,2,0,4147,2728,2,0,0,0
44,4017,PR,Aguas Buenas (Municipio),703,1,1,0,0,0,1,0,0,412,1,0,0,0
45,4017,PR,Caguas (Municipio),728,1,1,0,0,0,0,0,0,0,0,0,0,0
46,4017,PR,Canovanas (Municipio),729,1,1,0,0,0,0,0,0,0,0,0,0,0
47,4017,PR,Carolina (Municipio),92,1,1,0,0,0,0,0,0,0,0,0,0,0
48,4017,PR,Carolina (Municipio),939,1,1,0,0,0,1,0,0,4053,1,0,0,0
49,4017,PR,Carolina (Municipio),987,1,1,0,0,0,1,0,0,437,1,0,0,0
50,4017,PR,Carolina (Municipio),979,1,0,0,0,0,0,0,0,0,0,0,0,0
51,4017,PR,Ciales (Municipio),674,1,1,0,0,0,1,0,0,208,1,0,0,0
52,4017,PR,Comerio (Municipio),719,1,1,0,0,0,1,0,0,1074,1,0,0,0
53,4017,PR,Guaynabo (Municipio),968,1,1,0,0,0,0,0,0,0,0,0,0,0
54,4017,PR,Humacao (Municipio),791,975,949,0,0,0,656,0,34692,481213,656,0,0,0
55,4017,PR,Naranjito (Municipio),917,1,1,0,0,0,1,0,0,603,1,0,0,0
56,4017,PR,Las Piedras (Municipio),671,2,2,0,0,0,1,0,0,1667,1,0,0,0
57,4017,PR,Naguabo (Municipio),744,1,1,0,0,0,0,0,0,0,0,0,0,0
58,4017,PR,Jayuya (Municipio),664,129,126,0,0,0,81,1660,19055,64132,81,0,0,0
59,4017,PR,Orocovis (Municipio),769,1,1,0,0,0,1,0,0,1566,1,0,0,0
60,4017,PR,Loiza (Municipio),729,1,1,0,0,0,1,0,0,792,1,0,0,0
61,4017,PR,Ponce (Municipio),728,12,12,0,0,0,4,0,0,3487,4,0,0,0
62,4017,PR,San Juan (Municipio),923,1,1,0,0,0,1,0,0,626,1,0,0,0
63,4017,PR,Rio Grande (Municipio),926,1,1,0,0,0,1,0,0,416,1,0,0,0
64,4017,PR,San Juan (Municipio),924,1,1,0,0,0,0,0,0,0,0,0,0,0
65,4017,PR,San Juan (Municipio),923,1,1,0,0,0,1,0,0,415,1,0,0,0
66,4017,PR,San Juan (Municipio),911,53,40,0,0,0,24,0,1466,16603,24,0,0,0
67,4017,PR,San Juan (Municipio),923,1,1,0,0,0,1,0,0,209,1,0,0,0
68,4017,PR,San Juan (Municipio),935,1,0,0,0,0,0,0,0,0,0,0,0,0
69,4017,PR,San Juan (Municipio),915,1,1,0,0,0,1,0,0,632,1,0,0,0
70,4017,PR,San Juan (Municipio),921,119,111,0,0,0,59,0,998,36353,59,0,0,0
71,4017,PR,Trujillo Alto (Municipio),978,1,1,0,0,0,1,0,0,623,1,0,0,0
72,4017,PR,Vega Baja (Municipio),693,155,149,0,0,0,80,0,16884,58642,80,0,0,0
73,4019,NC,Beaufort (County),27817,91,71,0,0,0,24,0,49207,30077,22,2,0,0
74,4019,NC,Bertie (County),27910,10,9,0,0,0,6,0,3420,2202,6,0,0,0
75,4019,NC,Bertie (County),27872,1,1,0,0,0,0,0,0,0,0,0,0,0
76,4019,NC,Brunswick (County),28465,3,3,0,0,0,1,0,0,772,1,0,0,0
77,1983,MS,Bolivar (County),38725,11,9,0,0,0,7,0,10600,4909,7,0,0,0
78,1983,MS,Claiborne (County),39096,1,1,0,0,0,1,0,1440,3776,1,0,0,0
79,1983,MS,DeSoto (County),38637,5,2,0,0,0,0,0,0,0,0,0,0,0
80,1983,MS,Issaquena (County),38744,1,0,0,0,0,0,0,0,0,0,0,0,0
81,1983,MS,Sharkey (County),39061,1,0,0,0,0,0,0,0,0,0,0,0,0
82,1983,MS,Tunica (County),38670,2,1,0,0,0,0,0,0,0,0,0,0,0
83,1983,MS,Washington (County),38702,1,0,0,0,0,0,0,0,0,0,0,0,0
84,1989,OK,Delaware (County),74344,8,4,0,0,0,4,0,4898,23024,3,1,0,0
85,1983,MS,Yazoo (County),39097,1,0,0,0,0,0,0,0,0,0,0,0,0
86,1991,IL,Alexander (County),62962,12,8,0,0,0,7,0,10599,6019,7,0,0,0
87,1984,SD,Union (County),57049,10,7,0,0,0,4,0,4930,0,4,0,0,0
88,1989,OK,McClain (County),73010,15,11,0,0,0,7,0,13313,55370,4,3,0,0
89,1991,IL,Franklin (County),62896,3,3,0,0,0,3,0,12355,1245,3,0,0,0
90,1991,IL,Perry (County),62832,8,4,0,0,0,4,0,2104,1558,4,0,0,0
91,1991,IL,Jackson (County),62901,44,43,0,0,0,31,0,52074,91881,30,1,0,0
92,1991,IL,White (County),62861,1,1,0,0,0,0,0,0,0,0,0,0,0
93,1991,IL,Pulaski (County),62973,2,2,0,0,0,2,0,2082,4801,2,0,0,0
94,1994,MA,Hampden (County),1001,2,1,0,0,0,0,0,0,0,0,0,0,0
95,1994,MA,Hampden (County),1089,1,1,0,0,0,0,0,0,0,0,0,0,0
96,1994,MA,Hampden (County),1128,3,1,0,0,0,0,0,0,0,0,0,0,0
97,1994,MA,Worcester (County) (in (P,1535,1,0,0,0,0,0,0,0,0,0,0,0,0
98,1995,VT,Chittenden (County),5468,1,1,0,0,0,1,0,0,840,1,0,0,0
99,1995,VT,Grand Isle (County),5440,1,0,0,0,0,0,0,0,0,0,0,0,0
100,1995,VT,Orleans (County),5853,1,0,0,0,0,0,0,0,0,0,0,0,0
101,1996,MT,Blaine (County),59523,1,1,0,0,0,1,0,1218,0,1,0,0,0
102,1996,MT,Carter (County),59324,1,1,0,0,0,0,0,0,0,0,0,0,0
103,1996,MT,Flathead (County),59901,3,3,0,0,0,2,0,2490,0,2,0,0,0
104,1996,MT,Hill (County),59501,1,1,0,0,0,0,0,0,0,0,0,0,0
105,1996,MT,Missoula (County),59802,1,1,0,0,0,0,0,0,0,0,0,0,0
106,1996,MT,Pondera (County),59425,1,1,0,0,0,0,0,0,0,0,0,0,0
107,1996,MT,Yellowstone (County),59037,3,3,0,0,0,2,0,3322,973,2,0,0,0
108,1998,IA,Mills (County),51503,3,2,0,0,1,2,0,2062,1815,2,0,0,0
109,1998,IA,Pottawattamie (County),51555,3,0,1,1,1,3,0,5514,0,3,0,0,0
110,3140,CA,Shasta (County),96003,32,30,0,0,0,24,0,27943,0,24,0,0,0
111,4000,AR,Franklin (County),72949,16,14,0,0,0,10,0,6022,38051,9,1,0,0
112,4001,VT,Washington (County),5654,3,3,0,0,0,2,0,6187,2980,2,0,0,0
113,4008,KY,Knox (County),40935,1,1,0,0,0,0,0,0,0,0,0,0,0
114,4012,MO,Andrew (County),64485,1,1,0,0,0,1,0,0,389,1,0,0,0
115,4012,MO,Holt (County),64437,1,0,0,0,0,0,0,0,0,0,0,0,0
116,4012,MO,Platte (County),64098,1,1,0,0,0,1,0,2278,0,1,0,0,0
117,4017,PR,Caguas (Municipio),725,1,0,0,0,0,0,0,0,0,0,0,0,0
118,4013,NE,Douglas (County),68124,2,2,0,0,0,0,0,0,0,0,0,0,0
119,4013,NE,Sarpy (County),68123,1,1,0,0,0,1,0,1198,0,1,0,0,0
120,4017,PR,Aguas Buenas (Municipio),703,1,1,0,0,0,0,0,0,0,0,0,0,0
121,4013,NE,Douglas (County),68102,2,0,0,0,0,0,0,0,0,0,0,0,0
122,4017,PR,Canovanas (Municipio),986,1,1,0,0,0,0,0,0,0,0,0,0,0
123,4017,PR,Carolina (Municipio),630,2,2,0,0,0,1,0,0,733,1,0,0,0
124,4017,PR,Carolina (Municipio),979,132,110,0,0,0,59,0,16818,65925,58,1,0,0
125,4017,PR,Carolina (Municipio),985,1,1,0,0,0,0,0,0,0,0,0,0,0
126,4017,PR,Cayey (Municipio),633,1,1,0,0,0,0,0,0,0,0,0,0,0
127,4017,PR,Cidra (Municipio),739,322,314,0,0,0,174,0,16128,125091,174,0,0,0
128,4017,PR,Fajardo (Municipio),738,481,471,0,0,0,283,0,28976,272524,283,0,0,0
129,4017,PR,Guaynabo (Municipio),970,13,13,0,0,0,7,0,0,5094,7,0,0,0
130,4017,PR,Juncos (Municipio),729,1,1,0,0,0,0,0,0,0,0,0,0,0
131,4017,PR,Humacao (Municipio),971,1,0,0,0,0,0,0,0,0,0,0,0,0
132,4017,PR,Loiza (Municipio),772,2,2,0,0,0,0,0,0,0,0,0,0,0
133,4017,PR,Las Piedras (Municipio),791,1,1,0,0,0,1,0,998,633,1,0,0,0
134,4017,PR,Naguabo (Municipio),725,1,0,0,0,0,0,0,0,0,0,0,0,0
135,4017,PR,Naranjito (Municipio),719,1,1,0,0,0,0,0,0,0,0,0,0,0
136,4017,PR,Orocovis (Municipio),766,1,1,0,0,0,1,0,902,395,1,0,0,0
137,4017,PR,Ponce (Municipio),731,24,21,0,0,0,14,0,5136,16787,14,0,0,0
138,4017,PR,San Juan (Municipio),926,1,1,0,0,0,1,0,0,450,1,0,0,0
139,4017,PR,San Juan (Municipio),918,1,1,0,0,0,0,0,0,0,0,0,0,0
140,4017,PR,San Juan (Municipio),921,3,2,0,0,0,1,0,0,704,1,0,0,0
141,4017,PR,San Juan (Municipio),924,1,1,0,0,0,1,0,0,397,1,0,0,0
142,4017,PR,San Juan (Municipio),913,667,644,0,0,0,401,0,2586,227839,401,0,0,0
143,4017,PR,San Juan (Municipio),924,931,887,0,0,0,574,0,15356,425847,569,5,0,0
144,4017,PR,San Juan (Municipio),940,1,1,0,0,0,0,0,0,0,0,0,0,0
145,4017,PR,San Juan (Municipio),911,1,1,0,0,0,0,0,0,0,0,0,0,0
146,4017,PR,San Lorenzo (Municipio),778,1,1,0,0,0,0,0,0,0,0,0,0,0
147,4017,PR,Trujillo Alto (Municipio),972,1,1,0,0,0,1,0,0,2722,1,0,0,0
148,4017,PR,Vieques (Municipio),765,1,0,0,0,0,0,0,0,0,0,0,0,0
149,4019,NC,Beaufort (County),28675,1,1,0,0,0,0,0,0,0,0,0,0,0
150,4019,NC,Bertie (County),27922,1,0,0,0,0,0,0,0,0,0,0,0,0
151,4019,NC,Bladen (County),28320,3,3,0,0,0,0,0,0,0,0,0,0,0
152,4019,NC,Brunswick (County),28461,8,4,0,0,0,1,0,0,525,1,0,0,0
153,1983,MS,Bolivar (County),38720,2,2,0,0,0,1,0,530,0,1,0,0,0
154,1983,MS,Claiborne (County),39086,3,1,0,0,0,0,0,0,0,0,0,0,0
155,1983,MS,Humphreys (County),39194,8,7,0,0,0,4,0,2544,0,4,0,0,0
156,1983,MS,Tunica (County),38664,25,3,0,0,0,0,0,0,0,0,0,0,0
157,1983,MS,Washington (County),38701,80,33,0,0,0,14,0,30483,7962,13,1,0,0
158,1983,MS,Coahoma (County),38767,3,1,0,0,0,0,0,0,0,0,0,0,0
159,1983,MS,Sharkey (County),39054,12,2,0,0,0,0,0,0,0,0,0,0,0
160,1984,SD,Union (County),57038,1,1,0,0,0,0,0,0,0,0,0,0,0
161,1983,MS,Yazoo (County),39094,1,0,0,0,0,0,0,0,0,0,0,0,0
162,1989,OK,Delaware (County),74338,5,4,0,0,0,4,0,14782,24416,2,2,0,0
163,1989,OK,Logan (County),73044,13,9,0,0,0,6,0,6018,14361,6,0,0,0
164,1991,IL,Alexander (County),62957,1,1,0,0,0,1,0,1380,0,1,0,0,0
165,1991,IL,Hardin (County),92946,1,0,0,0,0,0,0,0,0,0,0,0,0
166,1991,IL,Franklin (County),62865,1,1,0,0,0,1,0,1138,0,1,0,0,0
167,1991,IL,Pulaski (County),62970,2,1,0,0,0,1,0,1138,272,1,0,0,0
168,1991,IL,Massac (County),62960,86,78,0,0,0,59,0,103540,101597,57,2,0,0
169,1991,IL,White (County),62827,3,1,0,0,0,1,0,1138,0,1,0,0,0
170,1991,IL,Williamson (County),62987,1,1,0,0,0,1,0,868,1328,1,0,0,0
171,1994,MA,Hampden (County),1057,48,31,0,0,0,18,0,21889,38237,17,1,0,0
172,1994,MA,Hampden (County),1119,19,6,0,0,0,2,0,0,491,2,0,0,0
173,1994,MA,Worcester (County) (in (P,1518,3,1,0,0,0,0,0,0,0,0,0,0,0
174,1995,VT,Chittenden (County),5452,2,1,0,0,0,0,0,0,0,0,0,0,0
175,1995,VT,Franklin (County),5488,1,1,0,0,0,1,0,0,1402,1,0,0,0
176,1995,VT,Orleans (County),5822,1,1,0,0,0,0,0,0,0,0,0,0,0
177,1996,MT,Blackfeet Indian Reservat,59417,20,19,0,0,0,7,0,5914,1321,7,0,0,0
178,1996,MT,Missoula (County),59801,1,1,0,0,0,1,0,0,449,1,0,0,0
179,1996,MT,Carbon (County),59041,1,1,0,0,0,0,0,0,0,0,0,0,0
180,1996,MT,Yellowstone (County),59024,1,1,0,0,0,0,0,0,0,0,0,0,0
181,1996,MT,Flathead (County),59912,1,1,0,0,0,0,0,0,0,0,0,0,0
182,1996,MT,Hill (County),59521,3,3,0,0,0,0,0,0,0,0,0,0,0
183,1998,IA,Harrison (County),51557,1,0,0,0,0,0,0,0,0,0,0,0,0
184,1996,MT,Phillips (County),59538,1,1,0,0,0,0,0,0,0,0,0,0,0
185,1998,IA,Pottawattamie (County),51542,2,0,1,0,1,2,0,3004,0,2,0,0,0
186,3140,CA,Shasta (County),96002,2,2,0,0,0,2,0,2302,0,2,0,0,0
187,4000,AR,Franklin (County),72949,1,1,0,0,0,1,0,1358,0,1,0,0,0
188,4001,VT,Washington (County),5641,82,63,0,0,0,39,0,65615,39758,38,1,0,0
189,4008,KY,Knox (County),40906,15,14,0,0,0,6,0,5474,31624,5,1,0,0
190,4012,MO,Andrew (County),64505,1,1,0,0,0,0,0,0,0,0,0,0,0
191,4012,MO,Buchanan (County),64505,5,5,0,0,0,5,0,6782,0,5,0,0,0
192,4012,MO,Platte (County),64484,1,1,0,0,0,1,0,2123,0,1,0,0,0
193,4013,NE,Dixon (County),68770,1,0,0,0,0,0,0,0,0,0,0,0,0
194,4013,NE,Douglas (County),68114,1,1,0,0,0,0,0,0,0,0,0,0,0
195,4017,PR,Aguas Buenas (Municipio),620,1,1,0,0,0,0,0,0,0,0,0,0,0
196,4013,NE,Sarpy (County),68005,3,3,0,0,0,1,0,1502,0,1,0,0,0
197,4017,PR,Canovanas (Municipio),985,1,1,0,0,0,1,0,0,603,1,0,0,0
198,4017,PR,Caguas (Municipio),778,1,1,0,0,0,0,0,0,0,0,0,0,0
199,4017,PR,Carolina (Municipio),98,1,1,0,0,0,1,0,0,205,1,0,0,0
200,4017,PR,Carolina (Municipio),978,2,2,0,0,0,0,0,0,0,0,0,0,0
201,4017,PR,Carolina (Municipio),738,1,1,0,0,0,0,0,0,0,0,0,0,0
202,4017,PR,Cidra (Municipio),703,1,1,0,0,0,1,0,0,1673,1,0,0,0
203,4017,PR,Cayey (Municipio),736,1,1,0,0,0,1,0,2540,3184,1,0,0,0
204,4017,PR,Comerio (Municipio),782,1,1,0,0,0,0,0,0,0,0,0,0,0
205,4017,PR,Guaynabo (Municipio),969,23,23,0,0,0,13,0,0,5213,13,0,0,0
206,4017,PR,Humacao (Municipio),792,23,23,0,0,0,16,0,2586,8273,16,0,0,0
207,4017,PR,Jayuya (Municipio),664,1,1,0,0,0,0,0,0,0,0,0,0,0
208,4017,PR,Las Piedras (Municipio),771,424,412,0,0,0,224,0,23505,180704,224,0,0,0
209,4017,PR,Loiza (Municipio),772,615,597,0,0,0,314,0,70828,236901,311,3,0,0
210,4017,PR,Naguabo (Municipio),718,662,650,0,0,0,297,0,9048,186997,297,0,0,0
211,4017,PR,Naranjito (Municipio),719,1,1,0,0,0,1,0,0,507,1,0,0,0
212,4017,PR,San Juan (Municipio),915,3,3,0,0,0,1,0,0,1772,1,0,0,0
213,4017,PR,Ponce (Municipio),730,19,16,0,0,0,9,0,10980,12940,9,0,0,0
214,4017,PR,Orocovis (Municipio),728,1,1,0,0,0,1,0,0,113,1,0,0,0
215,4017,PR,San Juan (Municipio),917,9,9,0,0,0,4,0,0,1134,4,0,0,0
216,4017,PR,San Juan (Municipio),921,1,1,0,0,0,1,0,0,423,1,0,0,0
217,4017,PR,San Juan (Municipio),912,31,28,0,0,0,15,0,0,10115,15,0,0,0
218,4017,PR,San Juan (Municipio),923,1,1,0,0,0,0,0,0,0,0,0,0,0
219,4017,PR,San Juan (Municipio),923,508,477,0,0,0,242,0,18744,187867,242,0,0,0
220,4017,PR,San Juan (Municipio),936,2,2,0,0,0,1,0,0,814,1,0,0,0
221,4017,PR,San Juan (Municipio),907,2,2,0,0,0,1,0,0,294,1,0,0,0
222,4017,PR,San Juan (Municipio),924,1,1,0,0,0,0,0,0,0,0,0,0,0
223,4017,PR,Trujillo Alto (Municipio),926,4,4,0,0,0,2,0,0,1220,2,0,0,0
224,4017,PR,Vega Baja (Municipio),694,9,8,0,0,0,5,0,0,1288,5,0,0,0
225,4019,NC,Beaufort (County),27821,18,17,0,0,0,8,0,12060,3317,8,0,0,0
226,4019,NC,Bertie (County),27805,23,19,0,0,0,10,0,33286,12772,8,2,0,0
227,4019,NC,Bertie (County),27983,103,97,0,0,0,46,0,77415,17457,44,2,0,0
228,4019,NC,Brunswick (County),28470,1,1,0,0,0,0,0,0,0,0,0,0,0
229,1983,MS,Bolivar (County),38732,5,0,0,0,0,0,0,0,0,0,0,0,0
230,1983,MS,Claiborne (County),39150,35,21,0,0,0,7,0,7078,1216,7,0,0,0
231,1983,MS,DeSoto (County),38671,5,3,0,0,0,0,0,0,0,0,0,0,0
232,1983,MS,Yazoo (County),39180,1,0,0,0,0,0,0,0,0,0,0,0,0
233,1983,MS,Tunica (County),38664,1,0,0,0,0,0,0,0,0,0,0,0,0
234,1983,MS,Sharkey (County),39159,1,0,0,0,0,0,0,0,0,0,0,0,0
235,1989,OK,Delaware (County),74347,3,2,0,0,0,1,0,912,6678,1,0,0,0
236,1983,MS,Washington (County),38748,12,3,0,0,0,0,0,0,0,0,0,0,0
237,1983,MS,Issaquena (County),39159,14,8,0,0,0,4,0,3184,0,4,0,0,0
238,1989,OK,Caddo (County),73005,1,1,0,0,0,0,0,0,0,0,0,0,0
239,1989,OK,McClain (County),73052,4,4,0,0,0,4,0,5850,14732,4,0,0,0
240,1991,IL,Alexander (County),62969,1,1,0,0,0,0,0,0,0,0,0,0,0
241,1991,IL,Gallatin (County),62934,1,1,0,0,0,0,0,0,0,0,0,0,0
242,1991,IL,Perry (County),62888,1,0,0,0,0,0,0,0,0,0,0,0,0
243,1991,IL,Jackson (County),62940,1,1,0,0,0,1,0,592,0,1,0,0,0
244,1991,IL,Pulaski (County),62992,14,14,0,0,0,7,0,7162,747,7,0,0,0
245,1991,IL,Williamson (County),62918,2,2,0,0,0,1,0,4857,0,1,0,0,0
246,1994,MA,Hampden (County),1013,2,1,0,0,0,1,0,1776,483,1,0,0,0
247,1994,MA,Hampden (County),1104,11,6,0,0,0,2,0,0,2815,2,0,0,0
248,1994,MA,Hampden (County),1151,2,1,0,0,0,0,0,0,0,0,0,0,0
249,1994,MA,Worcester (County) (in (P,1550,97,58,0,0,0,21,0,23558,23276,21,0,0,0
250,1995,VT,Chittenden (County),5495,1,1,0,0,0,1,0,1908,0,1,0,0,0
251,1995,VT,Grand Isle (County),5463,1,0,0,0,0,0,0,0,0,0,0,0,0
252,1996,MT,Big Horn (County),59022,16,14,0,0,0,6,0,5172,12136,6,0,0,0
253,1996,MT,Blaine (County),59534,1,1,0,0,0,1,0,1854,0,1,0,0,0
254,1996,MT,Cascade (County),59483,3,2,0,0,0,0,0,0,0,0,0,0,0
255,1996,MT,Hill (County),59540,1,1,0,0,0,0,0,0,0,0,0,0,0
256,1996,MT,Fort Belknap Indian Reser,59501,1,1,0,0,0,0,0,0,0,0,0,0,0
257,1996,MT,Missoula (County),59808,1,0,0,0,0,0,0,0,0,0,0,0,0
258,1996,MT,Powell (County),59722,1,1,0,0,0,1,0,2550,2076,1,0,0,0
259,1996,MT,Yellowstone (County),59066,1,1,0,0,0,1,0,1072,0,1,0,0,0
260,1998,IA,Monona (County),51523,2,0,0,0,0,0,0,0,0,0,0,0,0
261,3140,CA,Butte (County),95926,1,1,0,0,0,0,0,0,0,0,0,0,0
262,3140,CA,Yuba (County),95935,5,5,0,0,0,5,0,5280,0,5,0,0,0
263,4000,AR,Johnson (County),72830,37,30,0,0,0,23,0,26464,66032,23,0,0,0
264,4001,VT,Washington (County),5602,7,4,0,0,0,2,0,0,7148,2,0,0,0
265,4008,KY,Knox (County),40995,1,1,0,0,0,0,0,0,0,0,0,0,0
266,4012,MO,Atchison (County),51640,1,1,0,0,0,1,0,1082,0,1,0,0,0
267,4013,NE,Washington (County),68008,30,22,0,0,0,14,0,34210,3802,13,1,0,0
268,4013,NE,Douglas (County),68105,3,2,0,0,0,0,0,0,0,0,0,0,0
269,4013,NE,Boyd (County),68763,1,0,0,0,0,0,0,0,0,0,0,0,0
270,4013,NE,Douglas (County),68134,7,6,0,0,0,3,0,4186,244,3,0,0,0
271,4012,MO,Holt (County),64437,35,28,0,0,0,18,0,29459,3307,18,0,0,0
272,4017,PR,Arroyo (Municipio),714,1,1,0,0,0,1,0,0,208,1,0,0,0
273,4017,PR,Caguas (Municipio),778,2,1,0,0,0,1,0,906,113,1,0,0,0
274,4017,PR,Canovanas (Municipio),729,1,1,0,0,0,1,0,0,1248,1,0,0,0
275,4017,PR,Carolina (Municipio),729,1,0,0,0,0,0,0,0,0,0,0,0,0
276,4017,PR,Carolina (Municipio),983,610,574,0,0,0,397,0,25928,245387,397,0,0,0
277,4017,PR,Carolina (Municipio),915,1,1,0,0,0,0,0,0,0,0,0,0,0
278,4017,PR,Cidra (Municipio),99739,1,1,0,0,0,1,0,0,208,1,0,0,0
279,4017,PR,Cayey (Municipio),736,259,247,0,0,0,143,0,32465,95356,142,1,0,0
280,4017,PR,Fajardo (Municipio),740,98,97,0,0,0,58,0,17713,64328,57,1,0,0
281,4017,PR,Gurabo (Municipio),778,254,244,0,0,0,140,0,29588,91846,139,1,0,0
282,4017,PR,Humacao (Municipio),777,1,1,0,0,0,1,0,0,3320,1,0,0,0
283,4017,PR,Juncos (Municipio),777,467,445,0,0,0,221,0,28696,170240,220,1,0,0
284,4017,PR,Las Piedras (Municipio),718,1,1,0,0,0,0,0,0,0,0,0,0,0
285,4017,PR,Patillas (Municipio),724,1,0,0,0,0,0,0,0,0,0,0,0,0
286,4017,PR,Naguabo (Municipio),718,1,1,0,0,0,1,0,0,395,1,0,0,0
287,4017,PR,Luquillo (Municipio),773,332,315,0,0,0,146,0,25319,123568,146,0,0,0
288,4017,PR,Naranjito (Municipio),719,1,1,0,0,0,1,0,0,416,1,0,0,0
289,4017,PR,Rio Grande (Municipio),721,12,11,0,0,0,7,0,1108,9478,7,0,0,0
290,4017,PR,San Juan (Municipio),725,1,0,0,0,0,0,0,0,0,0,0,0,0
291,4017,PR,San Juan (Municipio),791,1,1,0,0,0,1,0,0,1223,1,0,0,0
292,4017,PR,San Juan (Municipio),924,24,22,0,0,0,17,0,998,13962,17,0,0,0
293,4017,PR,San Juan (Municipio),901,69,63,0,0,0,43,0,2002,40133,43,0,0,0
294,4017,PR,San Juan (Municipio),915,666,631,0,0,0,374,0,93383,496967,372,2,0,0
295,4017,PR,San Juan (Municipio),926,374,351,0,0,0,212,0,24003,136529,211,1,0,0
296,4017,PR,San Juan (Municipio),976,1,1,0,0,0,1,0,0,1146,1,0,0,0
297,4017,PR,San Juan (Municipio),913,12,12,0,0,0,3,0,0,1402,3,0,0,0
298,4017,PR,San Lorenzo (Municipio),913,1,1,0,0,0,1,0,0,403,1,0,0,0
299,4017,PR,Trujillo Alto (Municipio),926,1,1,0,0,0,1,0,0,998,1,0,0,0
300,4019,NC,Beaufort (County),27837,3,2,0,0,0,0,0,0,0,0,0,0,0
301,1983,MS,Bolivar (County),38726,3,1,0,0,0,0,0,0,0,0,0,0,0
